"","apprehension_landmark","total"
"5952","Shreveport RAC",1
"5953","SHREWSBURY PD",6
"5954","SIBLEY COUNTY JAIL, MN",6
"5955","SIDNEY STATE PAROLE AND PROBATION",1
"5956","SIERRA CONSERVATION CENTER",193
"5957","SIERRA COUNTY JAIL",3
"5958","SILT, COLORADO",1
"5959","SIMPSON COUNTY DETENTION CTR, KY",9
"5960","SIMPSON COUNTY, MS",22
"5961","SING SING CORRECTIONAL FACILITY NY STATE",1
"5962","SIOUX CITY IA FUGITIVE ARREST",38
"5963","SIOUX CITY IA NON-FUGITIVE ARREST",6
"5964","SISKYOU COUNTY JAIL",7
"5965","SKAGIT COUNTY JAIL",60
"5966","SKAMANIA COUNTY JAIL",3
"5967","SKIESTON POLICE DEPARTMENT, MISSOURI",1
"5968","SLATE CANYON YOUTH CENTER - UT",2
"5969","SLC GENERAL AREA, NON-SPECIFIC",2460
"5970","SMITH CO NON CRIM",1
"5971","SMITH COUNTY CRIM AT LARGE",100
"5972","SMITH COUNTY GEN AREA, NON-SPECIFIC",1
"5973","SMITH COUNTY GENERAL AREA",25
"5974","SMITH COUNTY JAIL",52
"5975","SMITH COUNTY JAIL, TN",15
"5976","SMITH COUNTY PROBATION",32
"5977","SMITH COUNTY SHERIFFS OFFICE",179
"5978","SMITH COUNTY, MS",3
"5979","SMM GENERAL AREA, NON-SPECIFIC",3
"5980","SMYRNA MUNICIPAL PROBATION",6
"5981","SMYRNA, GA (COBB COUNTY)",62
"5982","SMYRNA, GA (MORGAN COUNTY)",2
"5983","SNA ANTONIO MAGISTRATE COURT HOLDING FACILITY",89
"5984","SNA GENERAL AREA, NON-SPECIFIC",6592
"5985","SNAKE RIVER CORRECTIONAL INSTITUTION (SRCI)",1
"5986","SND FEDERAL INSPECTION STATION",25
"5987","SNELLVILLE, GA",8
"5988","SNG Genreal Area, Non-Specific",242
"5989","SNJ GENERAL AREA, NON-SPECIFIC",778
"5990","SNOHOMISH COUNTY JAIL",75
"5991","Snow Hill, MD General Area",4
"5992","SNS GENERAL AREA, NON-SPECIFIC",2
"5993","SNYDER COUNTY PRISON",2
"5994","SOCORRO COUNTY DETENTION CENTER, SOCORRO NM",4
"5995","SOLANO COUNTY JAIL",101
"5996","SOLANO COUNTY PROBATION DEPARTMENT",1
"5997","SOLANO SHERIFF OFFICE",2
"5998","SOLEDAD  POLICE DEPARTMENT",3
"5999","SOLEDAD CORRECTIONAL TRAINING FACILITY",358
"6000","SOLVAY VILLAGE POLICE DEPARTMENT",1
"6001","SOMERSET COUNTY DETENTION CENTER",7
"6002","SOMERSET COUNTY JAIL",176
"6003","SOMERSET COUNTY JAIL, SKOWHEGAN",1
"6004","SOMERSET COUNTY PROSECUTOR REFERRAL",4
"6005","SOMERTON CAP STREET ARREST",1
"6006","SOMERVELL COUNTY JAIL, SOMERVELL, TEXAS",15
"6007","SOMMERVILLE PD",19
"6008","SONOMA COUNTY JAIL",289
"6009","SONOMA COUNTY SHERIFF'S DEPARTMENT",3
"6010","SOPERTON, GA",1
"6011","SOUTH AMBOY PD",6
"6012","SOUTH BAY DETENTION FACILITY",123
"6013","SOUTH BERWICK POLICE DEPARTMENT",2
"6014","SOUTH BOUND BROOK PD",2
"6015","SOUTH BRUNSWICK TWP PD",13
"6016","SOUTH CAROLINA DEPARTMENT OF CORRECTIONS",95
"6017","SOUTH CENTRAL REGIONAL JAIL",18
"6018","SOUTH DAKOTA PRISON SYSTEM (NON-SPECIFIC FACILITY)",20
"6019","SOUTH FLORIDA RECEPTION CENTER",27
"6020","SOUTH HACKENSACK PD",3
"6021","SOUTH HARRISON POLICE DEPARTMENT",1
"6022","SOUTH HOUSTON POLICE DEPT, HARRIS COUNTY, TX",8
"6023","SOUTH HOUSTON, TEXAS",10
"6024","SOUTH LAKE CITY JAIL",3
"6025","SOUTH LOUISIANA CORRECTIONAL CENTER",2
"6026","SOUTH MISSISSIPPI CORRECTIONAL INSTITUTE",17
"6027","SOUTH ORANGE PD",1
"6028","SOUTH PADRE ISLAND CITY JAIL, TX",20
"6029","SOUTH PLAINFIELD PD",12
"6030","SOUTH RIVER PD",16
"6031","SOUTH SIDE PLACE POLICE DEPT, HARRIS COUNTY, TX",1
"6032","SOUTH TOMS RIVER POLICE DEPARTMENT",3
"6033","SOUTH WINDSOR, CT POLICE DEPARTMENT",1
"6034","SOUTH WOODS STATE PRISON",1
"6035","SOUTHAMPTON COUNTY JAIL, VA",1
"6036","SOUTHBURY, CT",1
"6037","SOUTHEAST OHIO REGIONAL JAIL",1
"6038","SOUTHEAST TN REGIONAL TDOC",3
"6039","SOUTHERN COLORADO DRUG TASK FORCE",2
"6040","SOUTHERN DESERT CORRECTIONAL CENTER (NDOC)",394
"6041","SOUTHERN MARYLAND AREA",3
"6042","SOUTHERN NEW MEXICO PRISON FACILITY",6
"6043","SOUTHERN REGIONAL JAIL",32
"6044","SOUTHERN REGIONAL PAROLE",1
"6045","SOUTHERN STATE CORRECTIONAL FACILITY",4
"6046","SOUTHERN VIRGINIA AREA",14
"6047","SOUTHFIELD, MICHIGAN",13
"6048","SOUTHGATE POLICE DEPARTMENT",4
"6049","SOUTHGATE POLICE DEPT, SOUTHGATE, CA",4
"6050","SOUTHGATE, MICHIGAN",1
"6051","SOUTHINGTON, CT",4
"6052","SOUTHWEST CORRECTIONAL CENTER, MO DEPARTMENT OF CORRECTIONS",1
"6053","SOUTHWEST DETENTION CENTER (RCSD) MURRIETA, CA",104
"6054","SOUTHWEST MULTI COUNTY CORRECTIONS, ND",3
"6055","SOUTHWEST VIRGINIA REGIONAL JAIL - VA",1
"6056","SOUTHWEST VIRGINIA REGIONAL JAIL-ABINGDON-VA",19
"6057","SOUTHWEST VIRGINIA REGIONAL JAIL-DUFFIELD-VA",11
"6058","SOUTHWEST VIRGINIA REGIONAL JAIL-TAZWELL-VA",5
"6059","SOUTHWEST VIRIGINIA REGIONAL JAIL-HAYSI-VA",3
"6060","SOUTHWESTERN REGIONAL JAIL",1
"6061","SOUTHWESTERN VIRGINIA AREA",42
"6062","SOUTHWOODS STATE PRISON",1
"6063","SPALDING COUNTY, GA",8
"6064","SPARTA TWP PD",2
"6065","SPARTA, NC",5
"6066","SPARTANBURG COUNTY",273
"6067","SPARTANBURG COUNTY DEPT. OF JUVENILE JUSTICE",1
"6068","SPARTANBURG COUNTY DETENTION CENTER",1
"6069","SPARTANBURG COUNTY PROBATION & PAROLE OFFICE",3
"6070","SPARTANBURG, SC",18
"6071","SPEARFISH, SOUTH DAKOTA",1
"6072","SPG GENERAL AREA, NON-SPECIFIC",324
"6073","SPLENDORA, TEXAS",3
"6074","SPM GENERAL AREA, NON-SPECIFIC",2269
"6075","Spokane CAP",4
"6076","SPOKANE CO. JAIL",20
"6077","SPOTSWOOD PD",4
"6078","SPR GENERAL AREA, NON-SPECIFIC",11
"6079","SPRINDALE CITY JAIL",102
"6080","SPRING LAKE PD",1
"6081","Spring Valley, CA",5
"6082","SPRING, TEXAS",28
"6083","SPRINGER CORRECTIONAL CENTER,  SPRINGER STATE FACILITY",1
"6084","SPRINGFIELD PD",7
"6085","SPRINGFIELD, GA (EFFINGHAM COUNTY)",2
"6086","SRT - Sonoran Desert Initiative",2
"6087","SRT PHO Field Operations",5
"6088","ST ANN  POLICE DEPARTMENT, MISSOURI",19
"6089","ST CHARLES CITY POLICE DEPARTMENT, MISSOURI",5
"6090","ST CHARLES COUNTY SHERIFF'S DEPARTMENT, MISSOURI",37
"6091","ST CHARLES PROBATION AND PAROLE DISTRICT 17, MISSOURI",1
"6092","ST CLAIR COUNTY SHERIFF'S DEPARTMENT, ILLINOIS",30
"6093","ST FRANCOIS COUNTY SHERIFF'S DEPARTMENT, MISSOURI",10
"6094","ST GENEVIEVE COUNTY SHERIFF'S DEPARTMENT, MISSOURI",2
"6095","ST GENEVIEVE POLICE DEPARTMENT, MISSOURI",5
"6096","ST GEORGE UT FUG OPS",21
"6097","ST GEORGE UT PROBATION AND PAROLE",1
"6098","ST GEORGE UT TASKFORCE",9
"6099","ST HELENA PARISH JAIL",3
"6100","ST JOHN POLICE DEPARTMENT, MISSOURI",11
"6101","ST JOSEPH MISSOURI AREA NON-CUSTODIAL ARREST",2
"6102","ST LOUIS CENTRAL PROBATION AND PAROLE DIST 7C, MISSOURI",1
"6103","ST LOUIS CITY POLICE DEPARTMENT, MISSOURI",12
"6104","ST LOUIS COMMUNITY RELEASE CENTER",1
"6105","ST LOUIS COUNTY POLICE DEPARTMENT, MISSOURI",44
"6106","ST LOUIS COUNTY SOUTH PROBATION AND PAROLE, DIST 8S, MISSOURI",1
"6107","ST LOUIS ICE OFFICE",23
"6108","ST LOUIS PROBATION AND PAROLE DISTRICT 7B, MISSOURI",1
"6109","ST LOUIS SOUTH PROBATION AND PAROLE, DIST 7S, MISSOURI",1
"6110","ST MARYS COUNTY DETENTION CENTER",2
"6111","ST MARYS COUNTY MD",12
"6112","ST PETERS POLICE DEPARTMENT, MISSOURI",5
"6113","ST. ALBANS, VT ERO HOLD ROOM",9
"6114","ST. BERNARD PARISH, MS",86
"6115","ST. CHARLES PARISH, LA",112
"6116","ST. CLAIR COUNTY JAIL, PORT HURON, MI",27
"6117","ST. CLAIR COUNTY SHERIFFS OFFICE MISSOURI",1
"6118","ST. GEROGE HOLD ROOM",8
"6119","ST. JAMES PARISH, LA",1
"6120","ST. JOHN THE BAPTIST PARISH, LA",30
"6121","ST. JOSEPH COUNTY CIRCUIT COURT PROBATION/PAROLE",2
"6122","ST. JOSEPH COUNTY DISTRICT COURT PROBATION",1
"6123","ST. JOSEPH COUNTY JAIL, CENTREVILLE, MI",33
"6124","ST. JOSEPH COUNTY SHERIFF'S OFFICE, INDIANA",33
"6125","ST. JOSEPH, MICHIGAN",2
"6126","ST. LAWRENCE COUNTY",1
"6127","ST. LOUIS CORRECTIONAL FACILITY, ST. LOUIS, MI",20
"6128","ST. LOUIS COUNTY JAIL, MN",3
"6129","ST. MARY PARISH, LA",49
"6130","ST. TAMMANY PARISH, LA",219
"6131","ST. THOMAS CRIMINAL JUSTICE COMPLEX",2
"6132","STA GENERAL AREA, NON-SPECIFIC",74
"6133","STAFFORD CREEK CORRECTIONS",101
"6134","STAFFORD POLICE DEPARTMENT",6
"6135","STAFFORD, CT",1
"6136","STAMFORD JUDICIAL MARSHAL'S LOCKUP",9
"6137","STAMFORD, CT",106
"6138","STAMFORD, CT POLICE DEPARTMENT",4
"6139","STANHOPE BOROUGH PD",3
"6140","STANISLAUS COUNTY JAIL",106
"6141","STANISLAUS COUNTY PROBATION DEPARTMENT",29
"6142","STANISLAUS COUNTY PUBLIC SAFETY CENTER",80
"6143","STANISLAUS COUNTY SHERIFF OFFICE",9
"6144","STANISLAUS COUNTY SHERIFF'S DEPARTMENT",1
"6145","STANISLAUS DEA",1
"6146","STANLEY COUNTY JAIL",5
"6147","STANLEY COUNTY, NC",4
"6148","STANTON COUNTY SHERIFFS OFFICE, JOHNSON, KANSAS",3
"6149","STARK COUNTY JAIL",104
"6150","STARR COUNTY JAIL- RIO GRANDE CITY, TX - TX2140000",228
"6151","STATE COMMUNITY SERVICE JOURDANTON, TEXAS",3
"6152","STATE COMMUNITY SERVICE KERRVILLE, TEXAS",1
"6153","STATE OF FLORIDA PROBATION & PAROLE - BISCAYNE",47
"6154","STATE OF FLORIDA PROBATION & PAROLE - BROWARD SOUTH",237
"6155","STATE OF FLORIDA PROBATION & PAROLE - COCONUT GROVE",43
"6156","STATE OF FLORIDA PROBATION & PAROLE - CYPRESS",83
"6157","STATE OF FLORIDA PROBATION & PAROLE - FORT LAUDERDALE EAST",50
"6158","STATE OF FLORIDA PROBATION & PAROLE - FORT LAUDERDALE INTAKE",23
"6159","STATE OF FLORIDA PROBATION & PAROLE - HIALEAH",46
"6160","STATE OF FLORIDA PROBATION & PAROLE - HOLLYWOOD",63
"6161","STATE OF FLORIDA PROBATION & PAROLE - HOMESTEAD",58
"6162","STATE OF FLORIDA PROBATION & PAROLE - MIAMI EAST",6
"6163","STATE OF FLORIDA PROBATION & PAROLE - MIAMI INTAKE",1
"6164","STATE OF FLORIDA PROBATION & PAROLE - MIAMI LAKES",89
"6165","STATE OF FLORIDA PROBATION & PAROLE - MIAMI NORTH",49
"6166","STATE OF FLORIDA PROBATION & PAROLE - MIAMI NORTHWEST",21
"6167","STATE OF FLORIDA PROBATION & PAROLE - MIAMI SOUTH",44
"6168","STATE OF FLORIDA PROBATION & PAROLE - POMPANO BEACH",2
"6169","STATE PRISON-INDIAN RIVER C.I.",1
"6170","STATESVILLE, ILLINOIS DEPT OF CORRECTIONS",571
"6171","STATEVILLE CORRECTIONAL CENTER, IL",4
"6172","STC GENERAL AREA, NON-SPECIFIC",23
"6173","STEAMBOAT SPRINGS POLICE DEPARTMENT",22
"6174","Steamboat Springs, CO",6
"6175","STEARNS COUNTY JAIL, MN",98
"6176","STEELE COUNTY JAIL, MN",20
"6177","STEPHENS COUNTY JAIL",23
"6178","STEPHENS COUNTY, GA",3
"6179","Stephens County, TX At Large",2
"6180","Stephens County, TX Jail",3
"6181","STERLING COUNTY JAIL",1
"6182","STERLING HEIGHTS, MICHIGAN",56
"6183","STEUBEN COUNTY SHERIFF",1
"6184","STEUBEN COUNTY SHERIFF'S OFFICE, INDIANA",11
"6185","STEVENS CO JAIL, MN",1
"6186","STEVENS CO. JAIL",1
"6187","STEVENS COUNTY SHERIFFS OFFICE, HUGOTON, KANSAS",6
"6188","STEWART COUNTY JAIL, TN",1
"6189","STEWART DETENTION CENTER",2
"6190","STEWART DETENTION CENTER REPROCESSING",15
"6191","STG GENERAL AREA, NON-SPECIFIC",1278
"6192","STL GENERAL NON-SPECIFIC",419
"6193","STO GENERAL AREA, NON-SPECIFIC",542
"6194","STOCKBRIDGE, GA",7
"6195","STODDARD COUNTY SHERIFF'S DEPARTMENT, MISSOURI",1
"6196","STOKES COUNTY, NC",5
"6197","STONE COUNTY JAIL, MS",3
"6198","STONE COUNTY REGIONAL CORRECTIONAL FACILITY, MS",45
"6199","STONE COUNTY SHERIFFS OFFICE, MISSOURI",4
"6200","STONE MOUNTAIN, GA",28
"6201","STORY COUNTY IOWA",27
"6202","STRAFFORD COUNTY DOC",54
"6203","STRAFFORD COUNTY NH",32
"6204","STRATFORD, CT",2
"6205","STREET ARREST",30
"6206","STREET ARRESTS",1
"6207","STREET PROBATION & PAROLE, BERGEN COUNTY",3
"6208","STREET PROBATION & PAROLE, ESSEX COUNTY",7
"6209","STREET PROBATION & PAROLE, HUDSON COUNTY",2
"6210","STREET PROBATION & PAROLE, MIDDLESEX COUNTY",6
"6211","STREET PROBATION & PAROLE, MONMOUTH COUNTY",19
"6212","STREET PROBATION & PAROLE, MORRIS COUNTY",2
"6213","STREET PROBATION & PAROLE, PASSAIC COUNTY",16
"6214","STREET PROBATION & PAROLE, SOMERSET COUNTY",1
"6215","STREET PROBATION & PAROLE, UNION COUNTY",4
"6216","STROUD AREA REGIONAL POLICE DEPARTMENT - EAST STROUDSBURG, PA",1
"6217","STU-MARTIN COUNTY JAIL FL",1
"6218","STU-PALM BEACH COUNTY JAIL FL",3
"6219","STUART",716
"6220","STUART - STREET ARREST",1
"6221","STUART CAP STREET ARREST",302
"6222","STUART-FMI-FLORIDA",202
"6223","STUART-HIGHLANDS COUNTY JAIL, FLORIDA",38
"6224","STUART-INDIAN RIVER COUNTY JAIL, FLORIDA",53
"6225","STUART-MARTIN COUNTY JAIL, FLORIDA",283
"6226","STUART-OKEECHOBEE COUNTY JAIL, FLORIDA",30
"6227","STUART-PALM BEACH COUNTY JAIL, FLORIDA",364
"6228","STUART-PROBATION AND PAROLE",1
"6229","STUART-SAINT LUCIE COUNTY JAIL, FLORIDA",62
"6230","STUART-STREET ARREST",16
"6231","STUART-VCAS",1228
"6232","STUBEN COUNTY JAIL",1
"6233","STURGIS, MICHIGAN",8
"6234","STURGIS, SOUTH DAKOTA",1
"6235","STUTSMAN COUNTY JAIL, ND",4
"6236","SUBLETTE COUNTY JAIL, PINEDALE, WY",8
"6237","SUBLETTE COUNTY, WY",2
"6238","SUFFOLK COUNTY LOCAL POLICE DEPARTMENT",4
"6239","SUFFOLK COUNTY SO (SOUTH BAY)",101
"6240","SUGAR HILL, GA (GWINNETT COUNTY)",2
"6241","SUGARLAND POLICE DEPT, FORT BEND COUNTY, TX",1
"6242","SUGARLAND, TEXAS",18
"6243","SULLIVAN COUNTY DOC",1
"6244","SULLIVAN COUNTY JAIL, TN",50
"6245","SULLIVAN COUNTY NH",1
"6246","SULLIVAN COUNTY SHERIFFS OFFICE MISSOURI",3
"6247","SUMMERVILLE, GA",1
"6248","SUMMIT COUNTY",3
"6249","SUMMIT COUNTY JAIL",52
"6250","SUMMIT COUNTY JAIL - UT",53
"6251","SUMMIT COUNTY PROBATION OFFICE",6
"6252","SUMMIT COUNTY, COLORADO",11
"6253","SUMMIT PD",11
"6254","SUMMIT POLICE DEPARTMENT, COOK COUNTY-IL",1
"6255","SUMNER COUNTY JAIL, TN",154
"6256","SUMNER COUNTY SHERIFFS OFFICE, WELLINGTON, KANSAS",5
"6257","SUMTER COUNTY JAIL, GA",32
"6258","SUMTER COUNTY, SC",61
"6259","SUNFLOWER COUNTY, MS",4
"6260","SUNNYSIDE CITY JAIL",70
"6261","SURRENDER AT OAK SUB-OFFICE",2
"6262","SURRY COUNTY JAIL",21
"6263","SURRY COUNTY, NC",3
"6264","SUSQUEHANNA COUNTY CORRECTIONAL FACILITY",3
"6265","SUSQUEHANNA COUNTY PROBATION",1
"6266","SUSSEX CORRECTIONAL INSTITUTE",310
"6267","SUSSEX COUNTY JAIL",18
"6268","SUSSEX COUNTY JAIL - VA",1
"6269","SUSSEX COUNTY JAIL-VA",2
"6270","SUSSEX II STATE PRISON-VA",3
"6271","SUSSEX VIOLATION OF PROBATION CENTER",1
"6272","SUTTER COUNTY JAIL",33
"6273","SUTTER COUNTY SHERIFF OFFICE",1
"6274","SUTTON COUNTY JAIL - SONORA, TX",2
"6275","Sutton County, TX Jail",4
"6276","SUWANEE, GA",2
"6277","SW ARKANSAS CORRECTIONAL UNIT (SWAC) TEXARKANA",19
"6278","SWAIN COUNTY JAIL",1
"6279","SWAIN COUNTY, NC",1
"6280","SWEETWATER COUNTY",1
"6281","SWEETWATER COUNTY JAIL, ROCK SPRINGS, WY",54
"6282","SWEETWATER COUNTY PROBATION OFFICE",1
"6283","SWIFT COUNTY JAIL, MN",6
"6284","SWISHER COUNTY",1
"6285","SWK-Estrella",170
"6286","SWK-Sycamore",27
"6287","SXC GENERAL AREA, NON-SPECIFIC",200
"6288","SYR GENERAL AREA, NON-SPECIFIC",32
"6289","SYRACUSE FUGOPS",3
"6290","SYRACUSE POLICE DEPARTMENT",19
"6291","SYS GENERAL AREA, NON-SPECIFIC",9
"6292","Tabor DOC",54
"6293","TAFT COMMUNITY CORRECTIONAL FACILITY",138
"6294","TAFT FEDERAL CORRECTIONAL INSTITUTION",3049
"6295","TAFT POLICE DEPARTMENT",10
"6296","TAL - DIXIE COUNTY JAIL",3
"6297","TAL - HAMILTON COUNTY JAIL",12
"6298","TAL - LAFAYETTE COUNTY JAIL",7
"6299","TAL - MADISON COUNTY JAIL",3
"6300","TAL - SUWANNEE COUNTY JAIL",19
"6301","TAL - TAYLOR COUNTY JAIL",1
"6302","TAL GENERAL AREA, NON-SPECIFIC",770
"6303","TAL-BAY COUNTY JAIL",47
"6304","TAL-BAY COUNTY PROBATION AND PAROLE",20
"6305","TAL-CALHOUN COUNTY JAIL",2
"6306","TAL-FCI MARIANNA",25
"6307","TAL-FCI TALLAHASSEE",4
"6308","TAL-FRANKLIN COUNTY JAIL",8
"6309","TAL-GADSDEN COUTY JAIL",11
"6310","TAL-GADSDEN PROBATION AND PAROLE",6
"6311","TAL-GULF COUNTY JAIL",3
"6312","TAL-HOLMES COUNTY JAIL",3
"6313","TAL-JACKSON COUNTY JAIL",47
"6314","TAL-JEFFERSON COUNTY JAIL",5
"6315","TAL-JEFFERSON COUNTY PROBATION AND PAROLE",1
"6316","TAL-LEON COUNTY JAIL",18
"6317","TAL-LEON COUNTY PROBATION AND PAROLE",13
"6318","TAL-LIBERTY COUNTY JAIL",2
"6319","TAL-NORTHWEST FLORIDA RECEPTION CENTER",66
"6320","TAL-WAKULLA COUNTY JAIL",7
"6321","TAL-WASHINGTON COUNTY JAIL",5
"6322","TALBOT COUNTY DETENTION CENTER",7
"6323","TALBOT COUNTY GENERAL AREA",40
"6324","TALIAFERRO COUNTY, GA",2
"6325","TALLAHATCHIE COUNTY CORRECTIONAL FACILITY, MS",10
"6326","TALLAHATCHIE COUNTY, MS",85
"6327","TAM GENERAL AREA, NON-SPECIFIC",1073
"6328","TAM-CITRUS COUNTY JAIL",9
"6329","TAM-CYPRESS",222
"6330","TAM-FUGOPS ARREST",36
"6331","TAM-HARDEE COUNTY JAIL",30
"6332","TAM-HERNANDO COUNTY JAIL",20
"6333","TAM-HILLSBOROUGH COUNTY JAIL",922
"6334","TAM-MANATE COUNTY JAIL",226
"6335","TAM-PASCO COUNTY JAIL",75
"6336","TAM-PINELLAS COUNTY JAIL",325
"6337","TAM-POLK COUNTY JAIL",592
"6338","TAM-SARASOTA COUNTY JAIL",128
"6339","TAM-VCAS PROBATION AND PAROLE",3
"6340","TAMA COUNTY JAIL, IA",27
"6341","TAMPA FUGITIVE OPERATION",339
"6342","TANEY COUNTY SHERIFFS OFFICE, MISSOURI",13
"6343","TANGIPAHOA PARISH, LA",49
"6344","TAOS COUNTY DETENTION CENTER, TAOS,   NM",1
"6345","TARRANT COUNTY GENERAL AREA",147
"6346","TARRANT COUNTY JAIL",1239
"6347","TATTNALL COUNTY, GA",12
"6348","TAVARES GENERAL AREA",3
"6349","TAVARES, FL PROBATION & PAROLE, FL DOC #051",12
"6350","TAYLOR COUNTY DETENTION CENTER",22
"6351","TAYLOR COUNTY, GA",1
"6352","Taylor County, TX At Large",21
"6353","Taylor County, TX Jail",58
"6354","TAYLOR POLICE DEPARTMENT",9
"6355","TAYLOR, MICHIGAN",11
"6356","TAYLORVILLE CORRECTIONAL CENTER, (ILLINOIS DOC)",2
"6357","TAZEWELL COUNTY SHERIFF'S OFFICE, IL",1
"6358","TCAAT  WALK-IN AZ STATE",7
"6359","TCAAT CAP REFERRALS AZ STATE",7
"6360","TCAAT CIS REFERRALS AZ STATE",1
"6361","TCAAT COLLATERAL ARRESTS AZ STATE",5
"6362","TCAAT HSI REFERRALS AZ STATE",3
"6363","TCAAT PIMA COUNTY PAROLE AND PROBATION AZ STATE",4
"6364","TCAAT SECURE COMMUNITIES LEVEL 1 REFERRALS AZ STATE",1
"6365","TCAAT SECURE COMMUNITIES LEVEL 2 REFERRALS AZ STATE",1
"6366","TCAAT US PROBATION TUCSON AZ STATE",1
"6367","TCS GENERAL AREA, NON-SPECIFIC",2
"6368","TDCJ HUNTSVILLE WALKER CO, TX",13
"6369","TDCJ HUNTSVILLE WALKER COUNTY, TX",1
"6370","TEANECK PD",4
"6371","Tecate, CA",1
"6372","TEHACHAPI POLICE DEPARTMENT",1
"6373","TEHACHAPI STATE PRISON",194
"6374","TEHAMA COUNTY JAIL",32
"6375","TEHAMA SHERIFF OFFICE",2
"6376","TELFAIR COUNTY SHERIFFS, GA",2
"6377","TELFAIR COUNTY, GA",2
"6378","TELLER COUNTY",10
"6379","TELLER COUNTY JAIL",13
"6380","TEMPLE SHERIFFS DEPT, TEMPLE CITY, CA",2
"6381","TEMPLE, GA",1
"6382","TEMPLE, TEXAS",23
"6383","TERMINAL ISLAND-FCI, SAN PEDRO, CA",10
"6384","TERRABONE PARISH, LA",101
"6385","TERRELL COUNTY JAIL, GA",4
"6386","TERRELL POLICE DEPARTMENT",7
"6387","TERRY COUNTY JAIL",15
"6388","TETON COUNTY JAIL ID",6
"6389","TETON COUNTY JAIL, JACKSON, WYOMING",27
"6390","TETON COUNTY MISDEMEANOR PROBATION OFFICE ID",3
"6391","TETON COUNTY PROBATION OFFICE",2
"6392","TETON COUNTY WYOMING",69
"6393","TEWSBURY POLICE DEPT",1
"6394","TEXARKANA ICE OFFICE",1
"6395","TEXAS CITY, TX",7
"6396","TEXAS COUNTY JAIL",47
"6397","TEXAS DEPT CRIMINAL JUSTICE-HUNTSVILLE, WALKER CO, TX",18
"6398","TEXAS DEPT OF CRIMINAL JUSTICE, WALKER CO",10518
"6399","TEXAS DOC SMITH",1
"6400","THE COLONY POLICE DEPARTMENT",19
"6401","THE WOODLANDS, TEXAS",9
"6402","THIRD JUDICIAL DISTRICT-DEPT. OF CORRECTIONS-PROBATIONS",8
"6403","THOMAS COUNTY JAIL, GA",3
"6404","THOMAS COUNTY SHERIFFS OFFICE, COLBY, KANSAS",1
"6405","THOMAS COUNTY, GA",1
"6406","THOMASTON, GA",3
"6407","THOMASVILLE, GA (THOMAS COUNTY)",1
"6408","THOMASVILLE, NC",10
"6409","THOMSON, GA",1
"6410","THREE RIVERS FEDERAL CORRECTIONAL FACILITY",407
"6411","THUMB CORRECTIONAL FACILITY, LAPEER, MI",2
"6412","THURSTON COUNTY JAIL",3
"6413","TIFT COUNTY JAIL, GA",33
"6414","TIFT COUNTY, GA",4
"6415","TIFTON, GA",1
"6416","TILLAMOOK COUNTY JAIL",8
"6417","TILLMAN COUNTY JAIL",2
"6418","TINTON FALLS PD",4
"6419","TIOGA COUNTY JAIL",1
"6420","TIOGA COUNTY PRISON",2
"6421","TIPPECANOE COUNTY SHERIFF'S OFFICE, INDIANA",56
"6422","TIPTON CORRECTIONAL FACILITY MISSOURI DEPARTMENT OF CORRECTIONS",2
"6423","TIPTON COUNTY SHERIFF'S OFFICE, INDIANA",2
"6424","TISHOMINGO COUNTY, MS",1
"6425","TITUS COUNTY CRIM AT LARGE",7
"6426","TITUS COUNTY GENERAL AREA",2
"6427","TITUS COUNTY JAIL",5
"6428","TITUS COUNTY PROBATION",2
"6429","TITUS COUNTY SHERIFFS OFFICE",78
"6430","TLS GENERAL AREA, NON-SPECIFIC",677
"6431","TN DEPT. OF CORRECTIONS - CHARLES BASS COMPLEX",1
"6432","TN DEPT. OF CORRECTIONS - LOS DEBERRY SPECIAL",3
"6433","TN DEPT. OF CORRECTIONS - PRISON FOR WOMEN",2
"6434","TN DEPT. OF CORRECTIONS - RIVERBEND MAX",2
"6435","TN DEPT. OF CORRECTIONS - SOUTH CENTRAL COMPLEX",18
"6436","TN DEPT. OF CORRECTIONS - TURNEY CENTER",16
"6437","TN HIGHWAY PATROL",1
"6438","TOCCOA, GA",2
"6439","TODD COUNTY DETENTION CENTER, MN",12
"6440","TODD COUNTY JAIL, KY",8
"6441","Toledo General Area",35
"6442","TOM GREEN COUNTY JAIL - SAN ANGELO, TX",22
"6443","Tom Green County, TX At Large",16
"6444","Tom Green County, TX Jail",50
"6445","TOMBALL, TEXAS",8
"6446","TOMPKINS COUNTY",2
"6447","TOMPKINS COUNTY JAIL",2
"6448","TOMPKINS COUNTY PROBATION",1
"6449","TOMPKINS COUNTY SHERIFF",1
"6450","TOMS RIVER Police Department",17
"6451","TOOELE COUNTY JAIL - UT",93
"6452","TOOLE COUNTY JAIL MT",1
"6453","TOOMBS COUNTY, GA",3
"6454","TOPEKA CORRECTIONAL FACILITY KANSAS DEPARTMENT OF CORRECTIONS",2
"6455","TOPEKA KANSAS AREA NON-CUSTODIAL ARREST",11
"6456","TOPPENISH CITY PD",17
"6457","TORRANCE COUNTY DETENTION FACILITY, ESTANCIA, NM",8
"6458","TORRANCE POLICE DEPT, TORRANCE, CA",1
"6459","TORRINGTON, CT",23
"6460","TORRINGTON, CT POLICE DEPARTMENT",3
"6461","TOTOWA PD",9
