"","aor","apprehension_landmark","total"
"6743","SFR","SAN FRANCISCO DISTRICT OFFICE",171
"6744","SFR","SAN FRANCISCO PARK RANGER",2
"6745","SFR","SAN FRANCISCO PATROL SPECIAL POLICE DEPARTMENT",1
"6746","SFR","SAN FRANCISCO STATE UNIVERSITY POLICE DEPARTMENT",1
"6747","SFR","SAN JOAQUIN COUNTY JAIL",87
"6748","SFR","SAN JOAQUIN COUNTY JUVENILE HALL",1
"6749","SFR","SAN JOAQUIN COUNTY PROBATION OFFICE",1
"6750","SFR","SAN JOSE  POLICE DEPARTMENT",1
"6751","SFR","SAN MATEO ADULT PROBATION",3
"6752","SFR","SAN MATEO COUNTY JAIL - CA",339
"6753","SFR","SAN MATEO COUNTY SHERIFF'S OFFICE",3
"6754","SFR","SAN QUENTIN STATE PRISON (MAIN) - CA",163
"6755","SFR","SAN QUENTIN STATE PRISON (PRISON RECEPTION ) - CA",11
"6756","SFR","SAN RAFAEL POLICE DEPARTMENT",4
"6757","SFR","SANDY MUSH JAIL",4
"6758","SFR","SANGER POLICE DEPARTMENT",1
"6759","SFR","SANTA ANA FEDERAL BUILDING, 34 CIVIC CENTER PLAZA",1
"6760","SFR","SANTA CLARA COUNTY JAIL",2
"6761","SFR","SANTA CRUZ  POLICE DEPARTMENT",3
"6762","SFR","SANTA CRUZ COUNTY JAIL",17
"6763","SFR","SBD GENERAL AREA, NON-SPECIFIC",2
"6764","SFR","SELMA POLICE DEPARTMENT",1
"6765","SFR","SFD GENERAL AREA, NON-SPECIFIC",3
"6766","SFR","SFR GENERAL AREA, NON-SPECIFIC",964
"6767","SFR","SHAFTER CCF",132
"6768","SFR","SHAFTER POLICE DEPARTMENT",1
"6769","SFR","SHASTA COUNTY JAIL",1
"6770","SFR","SIERRA CONSERVATION CENTER",192
"6771","SFR","SIERRA COUNTY JAIL",3
"6772","SFR","SISKYOU COUNTY JAIL",7
"6773","SFR","SNA GENERAL AREA, NON-SPECIFIC",8
"6774","SFR","SNJ GENERAL AREA, NON-SPECIFIC",778
"6775","SFR","SOLANO COUNTY JAIL",101
"6776","SFR","SOLANO COUNTY PROBATION DEPARTMENT",1
"6777","SFR","SOLANO SHERIFF OFFICE",2
"6778","SFR","SOLEDAD  POLICE DEPARTMENT",3
"6779","SFR","SOLEDAD CORRECTIONAL TRAINING FACILITY",357
"6780","SFR","SONOMA COUNTY JAIL",289
"6781","SFR","SONOMA COUNTY SHERIFF'S DEPARTMENT",3
"6782","SFR","SOUTHERN DESERT CORRECTIONAL CENTER (NDOC)",2
"6783","SFR","STANISLAUS COUNTY JAIL",106
"6784","SFR","STANISLAUS COUNTY PROBATION DEPARTMENT",29
"6785","SFR","STANISLAUS COUNTY PUBLIC SAFETY CENTER",80
"6786","SFR","STANISLAUS COUNTY SHERIFF OFFICE",9
"6787","SFR","STANISLAUS COUNTY SHERIFF'S DEPARTMENT",1
"6788","SFR","STANISLAUS DEA",1
"6789","SFR","STEWART DETENTION CENTER REPROCESSING",1
"6790","SFR","STO GENERAL AREA, NON-SPECIFIC",541
"6791","SFR","SUTTER COUNTY JAIL",33
"6792","SFR","SUTTER COUNTY SHERIFF OFFICE",1
"6793","SFR","TAFT COMMUNITY CORRECTIONAL FACILITY",134
"6794","SFR","TAFT FEDERAL CORRECTIONAL INSTITUTION",3037
"6795","SFR","TAFT POLICE DEPARTMENT",10
"6796","SFR","TEHACHAPI POLICE DEPARTMENT",1
"6797","SFR","TEHACHAPI STATE PRISON",192
"6798","SFR","TEHAMA COUNTY JAIL",31
"6799","SFR","TEHAMA SHERIFF OFFICE",2
"6800","SFR","TRINITY COUNTY JAIL",14
"6801","SFR","TRUCKEE POLICE DEPARTMENT",1
"6802","SFR","TULARE COUNTY",58
"6803","SFR","TULARE COUNTY JAIL",205
"6804","SFR","TULARE POLICE DEPARTMENT",3
"6805","SFR","TUOLUMNE COUNTY JAIL",2
"6806","SFR","UNITED STATES MARSHALS SERVICE",19
"6807","SFR","VALLEY STATE PRISON FOR WOMEN",45
"6808","SFR","VCAS STREET ARREST CA STATE",2
"6809","SFR","WASCO STATE PRISON",227
"6810","SFR","WATERFORD POLICE DEPARTMENT",1
"6811","SFR","XSF GENERAL AREA, NON-SPECIFIC",1
"6812","SFR","XSN GENERAL AREA, NON-SPECIFIC",1
"6813","SFR","YAKIMA Fug Ops",2
"6814","SFR","YOLO COUNTY JAIL",3
"6815","SFR","YUBA COUNTY JAIL",29
"6816","SFR",NA,239
"6817","SLC","ADA COUNTY COURTHOUSE",1
"6818","SLC","ADA COUNTY FELONY PROBATION OFFICE ID",1
"6819","SLC","ADA COUNTY GENERAL AREA ID",18
"6820","SLC","ADA COUNTY JAIL ID",90
"6821","SLC","ADA COUNTY MISDEMEANOR PROBATION OFFICE ID",1
"6822","SLC","ADAMS COUNTY MISDEMEANOR PROBATION OFFICE ID",2
"6823","SLC","ADULT PROBATIONS AND PAROLE",2
"6824","SLC","BAKER COUNTY JAIL, OREGON",1
"6825","SLC","BANNOCK COUNTY JAIL ID",16
"6826","SLC","BANNOCK COUNTY MISDEMEANOR PROBATION OFFICE ID",1
"6827","SLC","BEAVER COUNTY JAIL, UT",11
"6828","SLC","BEAVERHEAD COUNTY JAIL MT",2
"6829","SLC","BIG SPRING FCI",1
"6830","SLC","BIGHORN COUNTY JAIL MT",5
"6831","SLC","BIL GENERAL AREA, NON-SPECIFIC",7
"6832","SLC","BILLINGS STATE PAROLE AND PROBATION",1
"6833","SLC","BINGHAM COUNTY JAIL IDAHO",22
"6834","SLC","BINGHAM COUNTY MISDEMEANOR PROBATION OFFICE ID",3
"6835","SLC","BKI GENERAL AREA, NON-SPECIFIC",1
"6836","SLC","BLAINE COUNTY JAIL ID",72
"6837","SLC","BLAINE COUNTY MISDEMEANOR PROBATION OFFICE ID",1
"6838","SLC","BOI GENERAL AREA, NON-SPECIFIC",231
"6839","SLC","BOISE COUNTY MISDEMEANOR PROBATION OFFICE ID",1
"6840","SLC","BOISE ICE OFFICE",17
"6841","SLC","BONNER COUNTY MISDEMEANOR PROBATION OFFICE ID",1
"6842","SLC","BONNEVILLE COUNTY JAIL ID",120
"6843","SLC","BOULDER CITY NEVADA JAIL",3
"6844","SLC","BOX ELDER COUNTY JAIL - UT",30
"6845","SLC","BOZEMAN AREA",2
"6846","SLC","BUTTE SILVERBOW COUNTY JAIL MT",4
"6847","SLC","BUTTE, MT PROBATION&PAROLE",1
"6848","SLC","CACHE COUNTY JAIL - UT",138
"6849","SLC","CANYON COUNTY GENERAL AREA ID",11
"6850","SLC","CANYON COUNTY JAIL ID",289
"6851","SLC","CANYON COUNTY MISDEMEANOR PROBATION OFFICE ID",3
"6852","SLC","CANYON COUNTY PROBATION AND PAROLE ID",3
"6853","SLC","CANYON COUNTY WORK RELEASE ID",1
"6854","SLC","CAP - CARSON CITY JAIL, CARSON CITY NEVADA",50
"6855","SLC","CAP - CHURCHILL COUNTY JAIL, FALLON, NEVADA",10
"6856","SLC","CAP - DEPARTMENT OF CORRECTIONS, NEVADA",169
"6857","SLC","CAP - DOUGLAS COUNTY JAIL, MINDEN, NEVADA",30
"6858","SLC","CAP - ELKO COUNTY JAIL, ELKO, NEVADA",30
"6859","SLC","CAP - FCI HERLONG CALIFORNIA",469
"6860","SLC","CAP - HUMBOLDT COUNTY JAIL, WINNEMUCCA, NEVADA",10
"6861","SLC","CAP - LANDER COUNTY JAIL, BATTLE MOUNTAIN, NEVADA",1
"6862","SLC","CAP - LYON COUNTY JAIL, YEARINGTON, NEVADA",17
"6863","SLC","CAP - MINERAL COUNTY JAIL, HAWTHORNE, NEVADA",4
"6864","SLC","CAP - PERSHING COUNTY JAIL, LOVELOCK, NEVADA",9
"6865","SLC","CAP - STATE PAROLE AND PROBATION, NEVADA",1
"6866","SLC","CAP - STORY COUNTY JAIL, VIRGINIA CITY, NEVADA",1
"6867","SLC","CAP - WASHOE COUNTY JAIL, RENO, NEVADA",422
"6868","SLC","CAP - WHITE PINE COUNTY JAIL, ELY, NEVADA",1
"6869","SLC","CAP ADOC TUCSON AZ STATE",2
"6870","SLC","CAP STREET ARREST",49
"6871","SLC","CAP STREET ARREST ID",28
"6872","SLC","CARBON COUNTY JAIL - UT",6
"6873","SLC","CARIBOU COUNTY JAIL IDAHO",5
"6874","SLC","CARSON CITY OFFICE OF PAROLE & PROBATION",3
"6875","SLC","CASCADE COUNTY JAIL MT",17
"6876","SLC","CASES REFERRED BY USCIS",1
"6877","SLC","CASSIA COUNTY MISDEMEANOR PROBATION OFFICE ID",1
"6878","SLC","CIS REFERRAL- NONEGREGIOUS CASE, RENO, NEVADA",3
"6879","SLC","CIS REFERRAL, SALT LAKE CITY OFFICE",1
"6880","SLC","CITY OF GRAND JUNCTION",1
"6881","SLC","CITY OF HENDERSON DETENTION CENTER",153
"6882","SLC","CITY OF LAS VEGAS DETENTION CENTER",1410
"6883","SLC","CLARK COUNTY DETENTION CENTER",2075
"6884","SLC","CLARK COUNTY JAIL ID",3
"6885","SLC","CUSTER COUNTY JAIL ID",1
"6886","SLC","DAGGETT COUNTY JAIL - UT",1
"6887","SLC","DAVIS COUNTY JAIL - UT",193
"6888","SLC","DAWSON COUNTY JAIL MT",3
"6889","SLC","DENVER COUNTY",1
"6890","SLC","DUCHESNE COUNTY JAIL - UT",8
"6891","SLC","ELMORE COUNTY GENERAL AREA ID",2
"6892","SLC","ELMORE COUNTY JAIL ID",125
"6893","SLC","ELY STATE PRISON (NDOC)",1
"6894","SLC","EMERY COUNTY JAIL - UT",14
"6895","SLC","ESMERELDA COUNTY JAIL",1
"6896","SLC","FERGUS COUNTY JAIL MT",2
"6897","SLC","FLORENCE MCCLURE WOMENS CORRECTIONAL CENTER",35
"6898","SLC","FRANKLIN COUNTY JAIL ID",1
"6899","SLC","FRANKLIN COUNTY MISDEMEANOR PROBATION OFFICE ID",2
"6900","SLC","FREMONT COUNTY JAIL ID",14
"6901","SLC","FREMONT COUNTY MISDEMEANOR PROBATION OFFICE ID",1
"6902","SLC","FUGITIVE OPERATIONS - RENO, NEVADA",150
"6903","SLC","FUGITIVE OPERATIONS CA STATE",3
"6904","SLC","FUGOP FUGITIVE (INCLUDING TARGETS)",222
"6905","SLC","FUGOP NON FUGITIVE ID",398
"6906","SLC","FUGOP NON-FUGITIVE",566
"6907","SLC","FUGOP STREET ARREST ID",65
"6908","SLC","GALLATIN COUNTY JAIL MT",44
"6909","SLC","GARFIELD COUNTY JAIL, UT",1
"6910","SLC","GEM COUNTY GENERAL AREA ID",2
"6911","SLC","GEM COUNTY JAIL ID",2
"6912","SLC","GLENDIVE STATE PAROLE AND PROBATION",1
"6913","SLC","GOODING COUNTY GENERAL AREA ID",2
"6914","SLC","GOODING COUNTY JAIL ID",101
"6915","SLC","GOODING COUNTY MISDEMEANOR PROBATION OFFICE ID",1
"6916","SLC","GRAND COUNTY JAIL - UT",25
"6917","SLC","GREAT FALLS AREA",3
"6918","SLC","HEL GENERAL AREA, NON-SPECIFIC",10
"6919","SLC","HELENA NON-DETAIN DOCKET",2
"6920","SLC","HENDERSON POLICE DEPARTMENT",10
"6921","SLC","HIGH DESERT STATE PRISON (NDOC)",294
"6922","SLC","HILL COUNTY JAIL MT",2
"6923","SLC","IDAHO DEPARTMENT OF CORRECTIONS",1
"6924","SLC","IDAHO DEPARTMENT OF CORRECTIONS ID",110
"6925","SLC","IDAHO DEPARTMENT OF CORRECTIONS WOMEN'S FACILITY ID",5
"6926","SLC","IDAHO FALLS FELONY PROBATION OFFICE ID",2
"6927","SLC","IFI GENERAL AREA, NON-SPECIFIC ID",123
"6928","SLC","IRON COUNTY JAIL, UT",40
"6929","SLC","JAK GENERAL AREA, NON-SPECIFIC",6
"6930","SLC","JEAN NEVADA",1
"6931","SLC","JEFFERSON COUNTY JAIL ID",16
"6932","SLC","JEFFERSON COUNTY MISDEMEANOR PROBATION OFFICE ID",1
"6933","SLC","JEROME COUNTY JAIL ID",182
"6934","SLC","JEROME COUNTY MISDEMEANOR PROBATION OFFICE ID",7
"6935","SLC","JUAB COUNTY JAIL - UT",17
"6936","SLC","KALISPELL, MT PROBATION&PAROLE",1
"6937","SLC","KANE COUNTY JAIL, UT",2
"6938","SLC","LAF GENERAL AREA, NON-SPECIFIC",1
"6939","SLC","LAKE COUNTY JAIL MT",3
"6940","SLC","LAS GENERAL AREA, NON-SPECIFIC",1
"6941","SLC","LAS VEGAS CAP PROCESSING",517
"6942","SLC","LAS VEGAS CAP-AT-LARGE",24
"6943","SLC","LAS VEGAS DETENTION AND REMOVAL OPERATIONS",23
"6944","SLC","LAS VEGAS DRUG ENFORCEMENT ADMINISTRATION",2
"6945","SLC","LAS VEGAS FEDERAL BUREAU OF INVESTIGATIONS",1
"6946","SLC","LAS VEGAS FUGITIVE OPERATIONS",724
"6947","SLC","LAS VEGAS METRO POLICE DEPARTMENT",3
"6948","SLC","LAS VEGAS UNITED STATES MARSHAL SERVICE",34
"6949","SLC","LEMHI COUNTY JAIL ID",1
"6950","SLC","LEWIS & CLARK COUNTY JAIL MT",1
"6951","SLC","LINCOLN COUNTY JAIL ID",3
"6952","SLC","LINCOLN COUNTY SHERIFF'S DEPARTMENT",9
"6953","SLC","LIVINGSTON AREA",2
"6954","SLC","LVD GENERAL AREA, NON-SPECIFIC",1
"6955","SLC","LVG GENERAL AREA, NON-SPECIFIC",1549
"6956","SLC","MADISON COUNTY JAIL ID",31
"6957","SLC","MADISON COUNTY MISDEMEANOR PROBATION OFFICE ID",2
"6958","SLC","MALHEUR COUNTY JAIL OREGON",1
"6959","SLC","MALHEUR COUNTY MISDEMEANOR PROBATION OFFICE, OR",1
"6960","SLC","MESQUITE CITY JAIL, UT",10
"6961","SLC","MESQUITE JAIL",1
"6962","SLC","MILLARD COUNTY JAIL - UT",38
"6963","SLC","MINI-CASSIA COUNTY CRIMINAL JUSTICE CENTER ID",204
"6964","SLC","MINI-CASSIA CRIMINAL JUSTICE CENTER ID",2
"6965","SLC","MINIDOKA COUNTY MISDEMEANOR PROBATIOIN OFFICE ID",1
"6966","SLC","MISSOULA COUNTY JAIL MT",6
"6967","SLC","Montana State Women's Prison",2
"6968","SLC","MT STATE PRISON",5
"6969","SLC","NEVADA DEPARTMENT OF CORRECTIONS (GENERAL)",34
"6970","SLC","NEVADA HIGHWAY PATROL",1
"6971","SLC","NEVADA PAROLE & PROBATION",39
"6972","SLC","NEVADA SOUTHERN DETENTION CENTER",1766
"6973","SLC","NORTH LAS VEGAS DETENTION CENTER",10
"6974","SLC","NORTH LAS VEGAS POLICE DEPARTMENT",9
"6975","SLC","NYE COUNTY SHERIFF'S DEPARTMENT (BEATTY)",5
"6976","SLC","NYE COUNTY SHERIFF'S DEPARTMENT (PAHRUMP)",40
"6977","SLC","OREGON STATE PENTENTIARY (OSP)",1
"6978","SLC","OWYHEE COUNTY JAIL ID",23
"6979","SLC","OWYHEE COUNTY MISDEMEANOR PROBATION OFFICE ID",1
"6980","SLC","PARK COUNTY JAIL MT",2
"6981","SLC","PAYETTE COUNTY GENERAL AREA ID",2
"6982","SLC","PAYETTE COUNTY JAIL ID",13
"6983","SLC","POWER COUNTY JAIL ID",7
"6984","SLC","RAVALLI COUNTY JAIL MT",1
"6985","SLC","REN GENERAL AREA, NON-SPECIFIC",346
"6986","SLC","RENO OFFICE OF PAROLE & PROBATION",8
"6987","SLC","SALT LAKE COUNTY ADULT DETENTION CENTER - UT",989
"6988","SLC","SALT LAKE COUNTY JAIL - UT",7
"6989","SLC","SALT LAKE JUVENILE CENTER",22
"6990","SLC","SAN JUAN COUNTY JAIL - UT",3
"6991","SLC","SANPETE COUNTY JAIL - UT",12
"6992","SLC","SEVIER COUNTY JAIL - UT",31
"6993","SLC","SGU GENERAL AREA, NON-SPECIFIC",56
"6994","SLC","SIDNEY STATE PAROLE AND PROBATION",1
"6995","SLC","SLATE CANYON YOUTH CENTER - UT",2
"6996","SLC","SLC GENERAL AREA, NON-SPECIFIC",2456
"6997","SLC","SNS GENERAL AREA, NON-SPECIFIC",1
"6998","SLC","SOUTHERN DESERT CORRECTIONAL CENTER (NDOC)",380
"6999","SLC","ST GEORGE UT FUG OPS",21
"7000","SLC","ST GEORGE UT PROBATION AND PAROLE",1
"7001","SLC","ST GEORGE UT TASKFORCE",9
"7002","SLC","ST. GEROGE HOLD ROOM",8
"7003","SLC","STC GENERAL AREA, NON-SPECIFIC",1
"7004","SLC","STREET ARREST",23
"7005","SLC","STREET ARRESTS",1
"7006","SLC","SUMMIT COUNTY JAIL - UT",53
"7007","SLC","TAFT COMMUNITY CORRECTIONAL FACILITY",1
"7008","SLC","TAFT FEDERAL CORRECTIONAL INSTITUTION",1
"7009","SLC","TEHACHAPI STATE PRISON",1
"7010","SLC","TEHAMA COUNTY JAIL",1
"7011","SLC","TETON COUNTY JAIL ID",6
"7012","SLC","TETON COUNTY MISDEMEANOR PROBATION OFFICE ID",3
"7013","SLC","TOOELE COUNTY JAIL - UT",93
"7014","SLC","TOOLE COUNTY JAIL MT",1
"7015","SLC","TUCSON BORDER PATROL AZ STATE",1
"7016","SLC","TWIN FALLS COUNTY JAIL ID",134
"7017","SLC","TWIN FALLS COUNTY MISDEMEANOR PROBATION OFFICE ID",11
"7018","SLC","TWIN FALLS FELONY PROBATION OFFICE ID",8
"7019","SLC","UINTAH COUNTY JAIL - UT",15
"7020","SLC","UNITED STATE OFFICE OF PAROLE AND PROBATION",3
"7021","SLC","UNITED STATES MARSHALL SERVICE SALT LAKE",3
"7022","SLC","USMS - GREAT FALLS",3
"7023","SLC","USMS - MISSOULA",2
"7024","SLC","USMS Montana",1
"7025","SLC","UTAH COUNTY JAIL - UT",614
"7026","SLC","UTAH STATE PRISON",84
"7027","SLC","VALLEY COUNTY JAIL ID",5
"7028","SLC","VCAS-PROBATION AND PAROLE",1
"7029","SLC","WALK-IN SALT LAKE CITY OFFICE",8
"7030","SLC","WASATCH COUNTY JAIL - UT",71
"7031","SLC","WASHINGTON COUNTY JAIL ID",14
"7032","SLC","WASHINGTON COUNTY JAIL, UT",313
"7033","SLC","WEBER COUNTY JAIL - UT",504
"7034","SLC","WEST YELLOWSTONE AREA",1
"7035","SLC","XLV GENERAL AREA, NON-SPECIFIC",2
"7036","SLC","XSC GENERAL AREA, NON-SPECIFIC",1
"7037","SLC","YELLOWSTONE COUNTY JAIL MT",24
"7038","SLC",NA,146
"7039","SNA","ABQ GENERAL AREA, NON-SPECIFIC",4
"7040","SNA","ADE GENERAL AREA, NON-SPECIFIC",1
"7041","SNA","ALAMO CITY JAIL TX - TX1080100",45
"7042","SNA","ALB GENERAL AREA, NON-SPECIFIC",1
"7043","SNA","ALTON CITY JAIL, TX",11
"7044","SNA","ALVIN POLICE DEPT, BRAZORIA COUNTY, TX",1
"7045","SNA","ATASCOSA COUNTY JAIL - TX0070000",23
"7046","SNA","AUS GENERAL AREA, NON-SPECIFIC",2844
"7047","SNA","AUSTIN COUNTY JAIL, SEALY, TX",1
"7048","SNA","AUSTIN POLICE DEPARTMENT - TX2270100",17
"7049","SNA","AUSTIN, TX",85
"7050","SNA","BALTIMORE CITY MD",1
"7051","SNA","BANDERA COUNTY JAIL - TX0100000",9
"7052","SNA","BARTLETT STATE JAIL, BARTLETT, TEXAS",2
"7053","SNA","BASTROP COUNTY JAIL, BASTROP, TEXAS",362
"7054","SNA","BASTROP FEDERAL CORRECTIONAL INST., BASTROP, TEXAS",32
"7055","SNA","BELL COUNTY JAIL, BELTON, TEXAS",265
"7056","SNA","BELTON, TEXAS",48
"7057","SNA","BEXAR COUNTY JAIL - TX0150000",1100
"7058","SNA","BILL LOGUE JUVENILE DETENTION CENTER, WACO, TEXAS",1
"7059","SNA","BKI GENERAL AREA, NON-SPECIFIC",1
"7060","SNA","BLANCO COUNTY JAIL - TX0160000",7
"7061","SNA","BOP FEDERAL DETENTION CENTER, HOUSTON, TX",14
"7062","SNA","BOP GILES W DALBY",10
"7063","SNA","BOSQUE COUNTY JAIL, MERIDIAN, TEXAS",13
"7064","SNA","BRAZORIA CO JAIL, ANGLETON, TX",2
"7065","SNA","BRO GENERAL AREA, NON-SPECIFIC",15
"7066","SNA","BROOKFIELD, CT POLICE DEPARTMENT",1
"7067","SNA","BROOKS COUNTY JAIL, FALFURRIAS, TX",9
"7068","SNA","BROWNSVILLE CITY JAIL, TX",194
"7069","SNA","BSOGEN GENERAL AREA, NON-SPECIFIC",2
"7070","SNA","BURNET COUNTY JAIL, BURNET, TEXAS",181
"7071","SNA","CALDWELL COUNTY JAIL, LOCKHART, TEXAS",64
"7072","SNA","CAMERON COUNTY JAIL- OLMITO, TX",1471
"7073","SNA","CAMERON COUNTY SHERIFF OFFICE, OLMITO, TX",8
"7074","SNA","CAP - CAMERON COUNTY JAIL TX STATE",1
"7075","SNA","CAP - LOS FRESNOS CITY JAIL TX STATE",1
"7076","SNA","CAP - LOWER BUCKEYE JAIL",1
"7077","SNA","CAP - MADISON COUNTY JAIL, AL STATE",1
"7078","SNA","CAP - MARICOPA COUNTY SHERIFFS OFFICE",1
"7079","SNA","CAP - MARICOPA COUNTY SHERIFFS OFFICE JAIL",2
"7080","SNA","CAP - SHELBY CO CORRECTION CENTER (PENAL FARM) TN STATE",1
"7081","SNA","CDC GENERAL AREA, NON-SPECIFIC",1
"7082","SNA","CENTENNIAL, COLORADO",3
"7083","SNA","CENTRAL NEW MEXICO CORRECTIONAL STATE FACILITY",1
"7084","SNA","CHAMBERS COUNTY JAIL, ANAHUAC, TX",1
"7085","SNA","CHI GENERAL AREA, NON-SPECIFIC",5
"7086","SNA","CHI IDOC, JOLIET",1
"7087","SNA","CI MCRAE",1
"7088","SNA","COBB COUNTY JAIL - 287(G)",1
"7089","SNA","COLORADO DEPARTMENT OF CORRECTIONS",1
"7090","SNA","COMAL COUNTY JAIL - TX0460000",94
"7091","SNA","CORYELL COUNTY JAIL, GATESVILLE, TEXAS",12
"7092","SNA","COVINA POLICE DEPT, COVINA, CA",1
"7093","SNA","CRP GENERAL AREA, NON-SPECIFIC",5
"7094","SNA","DAL COUNTY JAIL",1
"7095","SNA","DALLAS COUNTY GENERAL AREA",4
"7096","SNA","DARLINGTON COUNTY, SC",2
"7097","SNA","Darrell B. Hester Juvenil Detention Center",18
"7098","SNA","DEL RIO U.S. MARSHALS",2
"7099","SNA","DEL RIO U.S. PROBATIONS",1
"7100","SNA","DESERT VIEW CCF (STATE) ADELANTO, CA",1
"7101","SNA","DETENTION AND REMOVAL OPERATIONS, HARLINGEN FIELD OFFICE",2
"7102","SNA","DEWITT COUNTY JAIL, CUERO, TX",1
"7103","SNA","DHD GENERAL AREA, NON-SPECIFIC",328
"7104","SNA","DIMMIT COUNTY JAIL - TX0640000",1
"7105","SNA","DLR GENERAL AREA, NON-SPECIFIC",89
"7106","SNA","DO NOT USE",1
"7107","SNA","DONNA CITY JAIL, TX - TX1080200",25
"7108","SNA","DUVAL COUNTY JAIL",2
"7109","SNA","EAST HIDALGO DETENTION CENTER, LA VILLA, TX",53
"7110","SNA","EDCOUCH CITY JAIL, TX - TX1080300",1
"7111","SNA","EDEN DETENTION CENTER - EDEN, TX",3
"7112","SNA","EDINBURG CITY JAIL, TX - TX1080400",44
"7113","SNA","FALLS COUNTY JAIL, MARLIN, TEXAS",20
"7114","SNA","FCI BEAUMONT, JEFFERSON COUNTY, TX",1
"7115","SNA","FED JOE CORLEY CONROE, TX",1
"7116","SNA","FEDERAL CORRECTIONAL INSTITUTE POLLOCK (MEDIUM)",1
"7117","SNA","FREEPORT POLICE DEPT, BRAZORIA COUNTY, TX",1
"7118","SNA","FREESTONE COUNTY JAIL, FAIRFIELD, TEXAS",43
"7119","SNA","FRIO COUNTY",1
"7120","SNA","FRIO COUNTY JAIL - TX0820000",1
"7121","SNA","FRU - ALL AREAS INISDE BANDERA COUNTY",1
"7122","SNA","FRU - ALL AREAS INSIDE GUADALUPE COUNTY",2
"7123","SNA","FRU - ALL AREAS INSIDE KARNES COUNTY",2
"7124","SNA","FT BEND CO JAIL, RICHMOND, TX",1
"7125","SNA","FUGITIVE OPERATIONS",1
"7126","SNA","FUGITIVE OPERATIONS  CA  STATE",1
"7127","SNA","GALVESTON CO JAIL, GALVESTON, TX",1
"7128","SNA","GEO DOWNTOWN SNA FACILITY",365
"7129","SNA","GILLESPIE COUNTY JAIL - TX0860000",35
"7130","SNA","GONZALEZ COUNTY JAIL - TX0890000",49
"7131","SNA","GPC CI (Great Plains Correctional Center)",1
"7132","SNA","GUADALUPE COUNTY JAIL - TX0940000",66
"7133","SNA","GUL GENERAL AREA, NON-SPECIFIC",1
"7134","SNA","HAI GENERAL AREA, NON-SPECIFIC",2
"7135","SNA","HAR GENERAL AREA, NON-SPECIFIC",3
"7136","SNA","HARLINGEN CITY JAIL, TX",39
"7137","SNA","HAYS COUNTY JAIL, SAN MARCOS, TEXAS",285
"7138","SNA","HENNEPIN COUNTY ADULT DETENTION CENTER, MN",1
"7139","SNA","HHW GENERAL AREA, NON-SPECIFIC",1
"7140","SNA","HIDALGO CITY JAIL, TX",2
"7141","SNA","HIDALGO COUNTY JAIL - EDINBURG, TX",1
"7142","SNA","HIDALGO COUNTY JAIL, EDINBURG, TXN - TX1080000",3630
"7143","SNA","HIDALGO COUNTY PROBATION, EDINBURG, TX",2
"7144","SNA","HIDALGO COUNTY SHERIFF OFFICE, EDINBURG, TX",1
"7145","SNA","HILL COUNTY JAIL, HILLSBORO, TEXAS",76
"7146","SNA","HLG DISTRICT OFFICE",14
"7147","SNA","HLG GENERAL AREA, NON-SPECIFIC",5066
"7148","SNA","HOUSTON ERO CONTRACT DET FACILITY",13
"7149","SNA","HOUSTON, NORTHEAST SIDE",1
"7150","SNA","HPC GENERAL AREA, NON-SPECIFIC",12
"7151","SNA","HUDSON COUNTY JAIL",1
"7152","SNA","JACKSON, GA",1
"7153","SNA","JCART- BROWNSVILLE FEDERAL PROBATION TX FEDERAL",1
"7154","SNA","JCART- CAMERON COUNTY PROBATION OFFICE TX STATE",1
"7155","SNA","JCART- HIDALGO COUNTY STATE PAROLE OFFICE TX STATE",2
"7156","SNA","JCART- STARR COUNTY PROBATION  RIO GRANDE CITY TX STATE",2
"7157","SNA","JCART- STREET ARREST TX STATE",1
"7158","SNA","JEFFERSON CO JAIL, BEAUMONT TX",2
"7159","SNA","JEFFERSON CO-LA SALLE CORRECTIONAL FACILITY",2
"7160","SNA","JOHNSON COUNTY KANSAS AREA NON-CUSTODIAL ARREST",1
"7161","SNA","JOHNSON COUNTY SHERIFFS OFFICE KANSAS",1
"7162","SNA","KAN GENERAL AREA, NON-SPECIFIC",2
"7163","SNA","KARNES COUNTY JAIL - TX1280000",782
"7164","SNA","KATY POLICE DEPT, HARRIS COUNTY, TX",1
"7165","SNA","KCD GENERAL AREA, NON-SPECIFIC",606
"7166","SNA","KENDALL COUNTY JAIL - TX1300000",51
"7167","SNA","KERN COUNTY",1
"7168","SNA","KERR COUNTY JAIL - TX1330000",47
"7169","SNA","KILLEEN, TX",38
"7170","SNA","KIMBLE COUNTY JAIL - TX1340000",1
"7171","SNA","KINNEY COUNTY DETENTION CENTER",1
"7172","SNA","LA FERIA CITY JAIL, TX",4
"7173","SNA","LA JOYA CITY JAIL, TX",1
"7174","SNA","LA SALLE COUNTY JAIL - TX1420000",1
"7175","SNA","LAF GENERAL AREA, NON-SPECIFIC",1
"7176","SNA","LAMPASAS COUNTY JAIL, LAMPASAS, TEXAS",22
"7177","SNA","LAREDO FEDERAL PROBATION AND PAROLE",1
"7178","SNA","LAREDO STREET ARREST",10
"7179","SNA","LAWRENCEVILLE, GA",1
"7180","SNA","LIMESTONE (CIVIGENICS/CONTRACT) GROESBECK, TEXAS",4
