"","apprehension_landmark","total"
"6039","SOUTHEAST TN REGIONAL TDOC",3
"6040","SOUTHERN COLORADO DRUG TASK FORCE",2
"6041","SOUTHERN DESERT CORRECTIONAL CENTER (NDOC)",394
"6042","SOUTHERN MARYLAND AREA",3
"6043","SOUTHERN NEW MEXICO PRISON FACILITY",6
"6044","SOUTHERN REGIONAL JAIL",32
"6045","SOUTHERN REGIONAL PAROLE",1
"6046","SOUTHERN STATE CORRECTIONAL FACILITY",4
"6047","SOUTHERN VIRGINIA AREA",14
"6048","SOUTHFIELD, MICHIGAN",13
"6049","SOUTHGATE POLICE DEPARTMENT",4
"6050","SOUTHGATE POLICE DEPT, SOUTHGATE, CA",4
"6051","SOUTHGATE, MICHIGAN",1
"6052","SOUTHINGTON, CT",4
"6053","SOUTHWEST CORRECTIONAL CENTER, MO DEPARTMENT OF CORRECTIONS",1
"6054","SOUTHWEST DETENTION CENTER (RCSD) MURRIETA, CA",104
"6055","SOUTHWEST MULTI COUNTY CORRECTIONS, ND",3
"6056","SOUTHWEST VIRGINIA REGIONAL JAIL - VA",1
"6057","SOUTHWEST VIRGINIA REGIONAL JAIL-ABINGDON-VA",19
"6058","SOUTHWEST VIRGINIA REGIONAL JAIL-DUFFIELD-VA",11
"6059","SOUTHWEST VIRGINIA REGIONAL JAIL-TAZWELL-VA",5
"6060","SOUTHWEST VIRIGINIA REGIONAL JAIL-HAYSI-VA",3
"6061","SOUTHWESTERN REGIONAL JAIL",1
"6062","SOUTHWESTERN VIRGINIA AREA",42
"6063","SOUTHWOODS STATE PRISON",1
"6064","SPALDING COUNTY, GA",8
"6065","SPARTA TWP PD",2
"6066","SPARTA, NC",5
"6067","SPARTANBURG COUNTY",273
"6068","SPARTANBURG COUNTY DEPT. OF JUVENILE JUSTICE",1
"6069","SPARTANBURG COUNTY DETENTION CENTER",1
"6070","SPARTANBURG COUNTY PROBATION & PAROLE OFFICE",3
"6071","SPARTANBURG, SC",18
"6072","SPEARFISH, SOUTH DAKOTA",1
"6073","SPG GENERAL AREA, NON-SPECIFIC",324
"6074","SPLENDORA, TEXAS",3
"6075","SPM GENERAL AREA, NON-SPECIFIC",2269
"6076","Spokane CAP",4
"6077","SPOKANE CO. JAIL",20
"6078","SPOTSWOOD PD",4
"6079","SPR GENERAL AREA, NON-SPECIFIC",11
"6080","SPRINDALE CITY JAIL",102
"6081","SPRING LAKE PD",1
"6082","Spring Valley, CA",5
"6083","SPRING, TEXAS",28
"6084","SPRINGER CORRECTIONAL CENTER,  SPRINGER STATE FACILITY",1
"6085","SPRINGFIELD PD",7
"6086","SPRINGFIELD, GA (EFFINGHAM COUNTY)",2
"6087","SRT - Sonoran Desert Initiative",2
"6088","SRT PHO Field Operations",5
"6089","ST ANN  POLICE DEPARTMENT, MISSOURI",19
"6090","ST CHARLES CITY POLICE DEPARTMENT, MISSOURI",5
"6091","ST CHARLES COUNTY SHERIFF'S DEPARTMENT, MISSOURI",37
"6092","ST CHARLES PROBATION AND PAROLE DISTRICT 17, MISSOURI",1
"6093","ST CLAIR COUNTY SHERIFF'S DEPARTMENT, ILLINOIS",30
"6094","ST FRANCOIS COUNTY SHERIFF'S DEPARTMENT, MISSOURI",10
"6095","ST GENEVIEVE COUNTY SHERIFF'S DEPARTMENT, MISSOURI",2
"6096","ST GENEVIEVE POLICE DEPARTMENT, MISSOURI",5
"6097","ST GEORGE UT FUG OPS",21
"6098","ST GEORGE UT PROBATION AND PAROLE",1
"6099","ST GEORGE UT TASKFORCE",9
"6100","ST HELENA PARISH JAIL",3
"6101","ST JOHN POLICE DEPARTMENT, MISSOURI",11
"6102","ST JOSEPH MISSOURI AREA NON-CUSTODIAL ARREST",2
"6103","ST LOUIS CENTRAL PROBATION AND PAROLE DIST 7C, MISSOURI",1
"6104","ST LOUIS CITY POLICE DEPARTMENT, MISSOURI",12
"6105","ST LOUIS COMMUNITY RELEASE CENTER",1
"6106","ST LOUIS COUNTY POLICE DEPARTMENT, MISSOURI",44
"6107","ST LOUIS COUNTY SOUTH PROBATION AND PAROLE, DIST 8S, MISSOURI",1
"6108","ST LOUIS ICE OFFICE",23
"6109","ST LOUIS PROBATION AND PAROLE DISTRICT 7B, MISSOURI",1
"6110","ST LOUIS SOUTH PROBATION AND PAROLE, DIST 7S, MISSOURI",1
"6111","ST MARYS COUNTY DETENTION CENTER",2
"6112","ST MARYS COUNTY MD",12
"6113","ST PETERS POLICE DEPARTMENT, MISSOURI",5
"6114","ST. ALBANS, VT ERO HOLD ROOM",9
"6115","ST. BERNARD PARISH, MS",86
"6116","ST. CHARLES PARISH, LA",112
"6117","ST. CLAIR COUNTY JAIL, PORT HURON, MI",27
"6118","ST. CLAIR COUNTY SHERIFFS OFFICE MISSOURI",1
"6119","ST. GEROGE HOLD ROOM",8
"6120","ST. JAMES PARISH, LA",1
"6121","ST. JOHN THE BAPTIST PARISH, LA",30
"6122","ST. JOSEPH COUNTY CIRCUIT COURT PROBATION/PAROLE",2
"6123","ST. JOSEPH COUNTY DISTRICT COURT PROBATION",1
"6124","ST. JOSEPH COUNTY JAIL, CENTREVILLE, MI",33
"6125","ST. JOSEPH COUNTY SHERIFF'S OFFICE, INDIANA",33
"6126","ST. JOSEPH, MICHIGAN",2
"6127","ST. LAWRENCE COUNTY",1
"6128","ST. LOUIS CORRECTIONAL FACILITY, ST. LOUIS, MI",20
"6129","ST. LOUIS COUNTY JAIL, MN",3
"6130","ST. MARY PARISH, LA",49
"6131","ST. TAMMANY PARISH, LA",219
"6132","ST. THOMAS CRIMINAL JUSTICE COMPLEX",2
"6133","STA GENERAL AREA, NON-SPECIFIC",74
"6134","STAFFORD CREEK CORRECTIONS",101
"6135","STAFFORD POLICE DEPARTMENT",6
"6136","STAFFORD, CT",1
"6137","STAMFORD JUDICIAL MARSHAL'S LOCKUP",9
"6138","STAMFORD, CT",106
"6139","STAMFORD, CT POLICE DEPARTMENT",4
"6140","STANHOPE BOROUGH PD",3
"6141","STANISLAUS COUNTY JAIL",106
"6142","STANISLAUS COUNTY PROBATION DEPARTMENT",29
"6143","STANISLAUS COUNTY PUBLIC SAFETY CENTER",80
"6144","STANISLAUS COUNTY SHERIFF OFFICE",9
"6145","STANISLAUS COUNTY SHERIFF'S DEPARTMENT",1
"6146","STANISLAUS DEA",1
"6147","STANLEY COUNTY JAIL",5
"6148","STANLEY COUNTY, NC",4
"6149","STANTON COUNTY SHERIFFS OFFICE, JOHNSON, KANSAS",3
"6150","STARK COUNTY JAIL",104
"6151","STARR COUNTY JAIL- RIO GRANDE CITY, TX - TX2140000",228
"6152","STATE COMMUNITY SERVICE JOURDANTON, TEXAS",3
"6153","STATE COMMUNITY SERVICE KERRVILLE, TEXAS",1
"6154","STATE OF FLORIDA PROBATION & PAROLE - BISCAYNE",47
"6155","STATE OF FLORIDA PROBATION & PAROLE - BROWARD SOUTH",237
"6156","STATE OF FLORIDA PROBATION & PAROLE - COCONUT GROVE",43
"6157","STATE OF FLORIDA PROBATION & PAROLE - CYPRESS",83
"6158","STATE OF FLORIDA PROBATION & PAROLE - FORT LAUDERDALE EAST",50
"6159","STATE OF FLORIDA PROBATION & PAROLE - FORT LAUDERDALE INTAKE",23
"6160","STATE OF FLORIDA PROBATION & PAROLE - HIALEAH",46
"6161","STATE OF FLORIDA PROBATION & PAROLE - HOLLYWOOD",63
"6162","STATE OF FLORIDA PROBATION & PAROLE - HOMESTEAD",58
"6163","STATE OF FLORIDA PROBATION & PAROLE - MIAMI EAST",6
"6164","STATE OF FLORIDA PROBATION & PAROLE - MIAMI INTAKE",1
"6165","STATE OF FLORIDA PROBATION & PAROLE - MIAMI LAKES",89
"6166","STATE OF FLORIDA PROBATION & PAROLE - MIAMI NORTH",49
"6167","STATE OF FLORIDA PROBATION & PAROLE - MIAMI NORTHWEST",21
"6168","STATE OF FLORIDA PROBATION & PAROLE - MIAMI SOUTH",44
"6169","STATE OF FLORIDA PROBATION & PAROLE - POMPANO BEACH",2
"6170","STATE PRISON-INDIAN RIVER C.I.",1
"6171","STATESVILLE, ILLINOIS DEPT OF CORRECTIONS",571
"6172","STATEVILLE CORRECTIONAL CENTER, IL",4
"6173","STC GENERAL AREA, NON-SPECIFIC",23
"6174","STEAMBOAT SPRINGS POLICE DEPARTMENT",22
"6175","Steamboat Springs, CO",6
"6176","STEARNS COUNTY JAIL, MN",98
"6177","STEELE COUNTY JAIL, MN",20
"6178","STEPHENS COUNTY JAIL",23
"6179","STEPHENS COUNTY, GA",3
"6180","Stephens County, TX At Large",2
"6181","Stephens County, TX Jail",3
"6182","STERLING COUNTY JAIL",1
"6183","STERLING HEIGHTS, MICHIGAN",56
"6184","STEUBEN COUNTY SHERIFF",1
"6185","STEUBEN COUNTY SHERIFF'S OFFICE, INDIANA",11
"6186","STEVENS CO JAIL, MN",1
"6187","STEVENS CO. JAIL",1
"6188","STEVENS COUNTY SHERIFFS OFFICE, HUGOTON, KANSAS",6
"6189","STEWART COUNTY JAIL, TN",1
"6190","STEWART DETENTION CENTER",2
"6191","STEWART DETENTION CENTER REPROCESSING",15
"6192","STG GENERAL AREA, NON-SPECIFIC",1278
"6193","STL GENERAL NON-SPECIFIC",419
"6194","STO GENERAL AREA, NON-SPECIFIC",542
"6195","STOCKBRIDGE, GA",7
"6196","STODDARD COUNTY SHERIFF'S DEPARTMENT, MISSOURI",1
"6197","STOKES COUNTY, NC",5
"6198","STONE COUNTY JAIL, MS",3
"6199","STONE COUNTY REGIONAL CORRECTIONAL FACILITY, MS",45
"6200","STONE COUNTY SHERIFFS OFFICE, MISSOURI",4
"6201","STONE MOUNTAIN, GA",28
"6202","STORY COUNTY IOWA",27
"6203","STRAFFORD COUNTY DOC",54
"6204","STRAFFORD COUNTY NH",32
"6205","STRATFORD, CT",2
"6206","STREET ARREST",30
"6207","STREET ARRESTS",1
"6208","STREET PROBATION & PAROLE, BERGEN COUNTY",3
"6209","STREET PROBATION & PAROLE, ESSEX COUNTY",7
"6210","STREET PROBATION & PAROLE, HUDSON COUNTY",2
"6211","STREET PROBATION & PAROLE, MIDDLESEX COUNTY",6
"6212","STREET PROBATION & PAROLE, MONMOUTH COUNTY",19
"6213","STREET PROBATION & PAROLE, MORRIS COUNTY",2
"6214","STREET PROBATION & PAROLE, PASSAIC COUNTY",16
"6215","STREET PROBATION & PAROLE, SOMERSET COUNTY",1
"6216","STREET PROBATION & PAROLE, UNION COUNTY",4
"6217","STROUD AREA REGIONAL POLICE DEPARTMENT - EAST STROUDSBURG, PA",1
"6218","STU-MARTIN COUNTY JAIL FL",1
"6219","STU-PALM BEACH COUNTY JAIL FL",3
"6220","STUART",716
"6221","STUART - STREET ARREST",1
"6222","STUART CAP STREET ARREST",302
"6223","STUART-FMI-FLORIDA",202
"6224","STUART-HIGHLANDS COUNTY JAIL, FLORIDA",38
"6225","STUART-INDIAN RIVER COUNTY JAIL, FLORIDA",53
"6226","STUART-MARTIN COUNTY JAIL, FLORIDA",283
"6227","STUART-OKEECHOBEE COUNTY JAIL, FLORIDA",30
"6228","STUART-PALM BEACH COUNTY JAIL, FLORIDA",364
"6229","STUART-PROBATION AND PAROLE",1
"6230","STUART-SAINT LUCIE COUNTY JAIL, FLORIDA",62
"6231","STUART-STREET ARREST",16
"6232","STUART-VCAS",1228
"6233","STUBEN COUNTY JAIL",1
"6234","STURGIS, MICHIGAN",8
"6235","STURGIS, SOUTH DAKOTA",1
"6236","STUTSMAN COUNTY JAIL, ND",4
"6237","SUBLETTE COUNTY JAIL, PINEDALE, WY",8
"6238","SUBLETTE COUNTY, WY",2
"6239","SUFFOLK COUNTY LOCAL POLICE DEPARTMENT",4
"6240","SUFFOLK COUNTY SO (SOUTH BAY)",101
"6241","SUGAR HILL, GA (GWINNETT COUNTY)",2
"6242","SUGARLAND POLICE DEPT, FORT BEND COUNTY, TX",1
"6243","SUGARLAND, TEXAS",18
"6244","SULLIVAN COUNTY DOC",1
"6245","SULLIVAN COUNTY JAIL, TN",50
"6246","SULLIVAN COUNTY NH",1
"6247","SULLIVAN COUNTY SHERIFFS OFFICE MISSOURI",3
"6248","SUMMERVILLE, GA",1
"6249","SUMMIT COUNTY",3
"6250","SUMMIT COUNTY JAIL",52
"6251","SUMMIT COUNTY JAIL - UT",53
"6252","SUMMIT COUNTY PROBATION OFFICE",6
"6253","SUMMIT COUNTY, COLORADO",11
"6254","SUMMIT PD",11
"6255","SUMMIT POLICE DEPARTMENT, COOK COUNTY-IL",1
"6256","SUMNER COUNTY JAIL, TN",154
"6257","SUMNER COUNTY SHERIFFS OFFICE, WELLINGTON, KANSAS",5
"6258","SUMTER COUNTY JAIL, GA",32
"6259","SUMTER COUNTY, SC",61
"6260","SUNFLOWER COUNTY, MS",4
"6261","SUNNYSIDE CITY JAIL",70
"6262","SURRENDER AT OAK SUB-OFFICE",2
"6263","SURRY COUNTY JAIL",21
"6264","SURRY COUNTY, NC",3
"6265","SUSQUEHANNA COUNTY CORRECTIONAL FACILITY",3
"6266","SUSQUEHANNA COUNTY PROBATION",1
"6267","SUSSEX CORRECTIONAL INSTITUTE",310
"6268","SUSSEX COUNTY JAIL",18
"6269","SUSSEX COUNTY JAIL - VA",1
"6270","SUSSEX COUNTY JAIL-VA",2
"6271","SUSSEX II STATE PRISON-VA",3
"6272","SUSSEX VIOLATION OF PROBATION CENTER",1
"6273","SUTTER COUNTY JAIL",33
"6274","SUTTER COUNTY SHERIFF OFFICE",1
"6275","SUTTON COUNTY JAIL - SONORA, TX",2
"6276","Sutton County, TX Jail",4
"6277","SUWANEE, GA",2
"6278","SW ARKANSAS CORRECTIONAL UNIT (SWAC) TEXARKANA",19
"6279","SWAIN COUNTY JAIL",1
"6280","SWAIN COUNTY, NC",1
"6281","SWEETWATER COUNTY",1
"6282","SWEETWATER COUNTY JAIL, ROCK SPRINGS, WY",54
"6283","SWEETWATER COUNTY PROBATION OFFICE",1
"6284","SWIFT COUNTY JAIL, MN",6
"6285","SWISHER COUNTY",1
"6286","SWK-Estrella",170
"6287","SWK-Sycamore",27
"6288","SXC GENERAL AREA, NON-SPECIFIC",200
"6289","SYR GENERAL AREA, NON-SPECIFIC",32
"6290","SYRACUSE FUGOPS",3
"6291","SYRACUSE POLICE DEPARTMENT",19
"6292","SYS GENERAL AREA, NON-SPECIFIC",9
"6293","Tabor DOC",54
"6294","TAFT COMMUNITY CORRECTIONAL FACILITY",138
"6295","TAFT FEDERAL CORRECTIONAL INSTITUTION",3049
"6296","TAFT POLICE DEPARTMENT",10
"6297","TAL - DIXIE COUNTY JAIL",3
"6298","TAL - HAMILTON COUNTY JAIL",12
"6299","TAL - LAFAYETTE COUNTY JAIL",7
"6300","TAL - MADISON COUNTY JAIL",3
"6301","TAL - SUWANNEE COUNTY JAIL",19
"6302","TAL - TAYLOR COUNTY JAIL",1
"6303","TAL GENERAL AREA, NON-SPECIFIC",770
"6304","TAL-BAY COUNTY JAIL",47
"6305","TAL-BAY COUNTY PROBATION AND PAROLE",20
"6306","TAL-CALHOUN COUNTY JAIL",2
"6307","TAL-FCI MARIANNA",25
"6308","TAL-FCI TALLAHASSEE",4
"6309","TAL-FRANKLIN COUNTY JAIL",8
"6310","TAL-GADSDEN COUTY JAIL",11
"6311","TAL-GADSDEN PROBATION AND PAROLE",6
"6312","TAL-GULF COUNTY JAIL",3
"6313","TAL-HOLMES COUNTY JAIL",3
"6314","TAL-JACKSON COUNTY JAIL",47
"6315","TAL-JEFFERSON COUNTY JAIL",5
"6316","TAL-JEFFERSON COUNTY PROBATION AND PAROLE",1
"6317","TAL-LEON COUNTY JAIL",18
"6318","TAL-LEON COUNTY PROBATION AND PAROLE",13
"6319","TAL-LIBERTY COUNTY JAIL",2
"6320","TAL-NORTHWEST FLORIDA RECEPTION CENTER",66
"6321","TAL-WAKULLA COUNTY JAIL",7
"6322","TAL-WASHINGTON COUNTY JAIL",5
"6323","TALBOT COUNTY DETENTION CENTER",7
"6324","TALBOT COUNTY GENERAL AREA",40
"6325","TALIAFERRO COUNTY, GA",2
"6326","TALLAHATCHIE COUNTY CORRECTIONAL FACILITY, MS",10
"6327","TALLAHATCHIE COUNTY, MS",85
"6328","TAM GENERAL AREA, NON-SPECIFIC",1073
"6329","TAM-CITRUS COUNTY JAIL",9
"6330","TAM-CYPRESS",222
"6331","TAM-FUGOPS ARREST",36
"6332","TAM-HARDEE COUNTY JAIL",30
"6333","TAM-HERNANDO COUNTY JAIL",20
"6334","TAM-HILLSBOROUGH COUNTY JAIL",922
"6335","TAM-MANATE COUNTY JAIL",226
"6336","TAM-PASCO COUNTY JAIL",75
"6337","TAM-PINELLAS COUNTY JAIL",325
"6338","TAM-POLK COUNTY JAIL",592
"6339","TAM-SARASOTA COUNTY JAIL",128
"6340","TAM-VCAS PROBATION AND PAROLE",3
"6341","TAMA COUNTY JAIL, IA",27
"6342","TAMPA FUGITIVE OPERATION",339
"6343","TANEY COUNTY SHERIFFS OFFICE, MISSOURI",13
"6344","TANGIPAHOA PARISH, LA",49
"6345","TAOS COUNTY DETENTION CENTER, TAOS,   NM",1
"6346","TARRANT COUNTY GENERAL AREA",147
"6347","TARRANT COUNTY JAIL",1239
"6348","TATTNALL COUNTY, GA",12
"6349","TAVARES GENERAL AREA",3
"6350","TAVARES, FL PROBATION & PAROLE, FL DOC #051",12
"6351","TAYLOR COUNTY DETENTION CENTER",22
"6352","TAYLOR COUNTY, GA",1
"6353","Taylor County, TX At Large",21
"6354","Taylor County, TX Jail",58
"6355","TAYLOR POLICE DEPARTMENT",9
"6356","TAYLOR, MICHIGAN",11
"6357","TAYLORVILLE CORRECTIONAL CENTER, (ILLINOIS DOC)",2
"6358","TAZEWELL COUNTY SHERIFF'S OFFICE, IL",1
"6359","TCAAT  WALK-IN AZ STATE",7
"6360","TCAAT CAP REFERRALS AZ STATE",7
"6361","TCAAT CIS REFERRALS AZ STATE",1
"6362","TCAAT COLLATERAL ARRESTS AZ STATE",5
"6363","TCAAT HSI REFERRALS AZ STATE",3
"6364","TCAAT PIMA COUNTY PAROLE AND PROBATION AZ STATE",4
"6365","TCAAT SECURE COMMUNITIES LEVEL 1 REFERRALS AZ STATE",1
"6366","TCAAT SECURE COMMUNITIES LEVEL 2 REFERRALS AZ STATE",1
"6367","TCAAT US PROBATION TUCSON AZ STATE",1
"6368","TCS GENERAL AREA, NON-SPECIFIC",2
"6369","TDCJ HUNTSVILLE WALKER CO, TX",13
"6370","TDCJ HUNTSVILLE WALKER COUNTY, TX",1
"6371","TEANECK PD",4
"6372","Tecate, CA",1
"6373","TEHACHAPI POLICE DEPARTMENT",1
"6374","TEHACHAPI STATE PRISON",194
"6375","TEHAMA COUNTY JAIL",32
"6376","TEHAMA SHERIFF OFFICE",2
"6377","TELFAIR COUNTY SHERIFFS, GA",2
"6378","TELFAIR COUNTY, GA",2
"6379","TELLER COUNTY",10
"6380","TELLER COUNTY JAIL",13
"6381","TEMPLE SHERIFFS DEPT, TEMPLE CITY, CA",2
"6382","TEMPLE, GA",1
"6383","TEMPLE, TEXAS",23
"6384","TERMINAL ISLAND-FCI, SAN PEDRO, CA",10
"6385","TERRABONE PARISH, LA",101
"6386","TERRELL COUNTY JAIL, GA",4
"6387","TERRELL POLICE DEPARTMENT",7
"6388","TERRY COUNTY JAIL",15
"6389","TETON COUNTY JAIL ID",6
"6390","TETON COUNTY JAIL, JACKSON, WYOMING",27
"6391","TETON COUNTY MISDEMEANOR PROBATION OFFICE ID",3
"6392","TETON COUNTY PROBATION OFFICE",2
"6393","TETON COUNTY WYOMING",69
"6394","TEWSBURY POLICE DEPT",1
"6395","TEXARKANA ICE OFFICE",1
"6396","TEXAS CITY, TX",7
"6397","TEXAS COUNTY JAIL",47
"6398","TEXAS DEPT CRIMINAL JUSTICE-HUNTSVILLE, WALKER CO, TX",18
"6399","TEXAS DEPT OF CRIMINAL JUSTICE, WALKER CO",10518
"6400","TEXAS DOC SMITH",1
"6401","THE COLONY POLICE DEPARTMENT",19
"6402","THE WOODLANDS, TEXAS",9
"6403","THIRD JUDICIAL DISTRICT-DEPT. OF CORRECTIONS-PROBATIONS",8
"6404","THOMAS COUNTY JAIL, GA",3
"6405","THOMAS COUNTY SHERIFFS OFFICE, COLBY, KANSAS",1
"6406","THOMAS COUNTY, GA",1
"6407","THOMASTON, GA",3
"6408","THOMASVILLE, GA (THOMAS COUNTY)",1
"6409","THOMASVILLE, NC",10
"6410","THOMSON, GA",1
"6411","THREE RIVERS FEDERAL CORRECTIONAL FACILITY",407
"6412","THUMB CORRECTIONAL FACILITY, LAPEER, MI",2
"6413","THURSTON COUNTY JAIL",3
"6414","TIFT COUNTY JAIL, GA",33
"6415","TIFT COUNTY, GA",4
"6416","TIFTON, GA",1
"6417","TILLAMOOK COUNTY JAIL",8
"6418","TILLMAN COUNTY JAIL",2
"6419","TINTON FALLS PD",4
"6420","TIOGA COUNTY JAIL",1
"6421","TIOGA COUNTY PRISON",2
"6422","TIPPECANOE COUNTY SHERIFF'S OFFICE, INDIANA",56
"6423","TIPTON CORRECTIONAL FACILITY MISSOURI DEPARTMENT OF CORRECTIONS",2
"6424","TIPTON COUNTY SHERIFF'S OFFICE, INDIANA",2
"6425","TISHOMINGO COUNTY, MS",1
"6426","TITUS COUNTY CRIM AT LARGE",7
"6427","TITUS COUNTY GENERAL AREA",2
"6428","TITUS COUNTY JAIL",5
"6429","TITUS COUNTY PROBATION",2
"6430","TITUS COUNTY SHERIFFS OFFICE",78
"6431","TLS GENERAL AREA, NON-SPECIFIC",677
"6432","TN DEPT. OF CORRECTIONS - CHARLES BASS COMPLEX",1
"6433","TN DEPT. OF CORRECTIONS - LOS DEBERRY SPECIAL",3
"6434","TN DEPT. OF CORRECTIONS - PRISON FOR WOMEN",2
"6435","TN DEPT. OF CORRECTIONS - RIVERBEND MAX",2
"6436","TN DEPT. OF CORRECTIONS - SOUTH CENTRAL COMPLEX",18
"6437","TN DEPT. OF CORRECTIONS - TURNEY CENTER",16
"6438","TN HIGHWAY PATROL",1
"6439","TOCCOA, GA",2
"6440","TODD COUNTY DETENTION CENTER, MN",12
"6441","TODD COUNTY JAIL, KY",8
"6442","Toledo General Area",35
"6443","TOM GREEN COUNTY JAIL - SAN ANGELO, TX",22
"6444","Tom Green County, TX At Large",16
"6445","Tom Green County, TX Jail",50
"6446","TOMBALL, TEXAS",8
"6447","TOMPKINS COUNTY",2
"6448","TOMPKINS COUNTY JAIL",2
"6449","TOMPKINS COUNTY PROBATION",1
"6450","TOMPKINS COUNTY SHERIFF",1
"6451","TOMS RIVER Police Department",17
"6452","TOOELE COUNTY JAIL - UT",93
"6453","TOOLE COUNTY JAIL MT",1
"6454","TOOMBS COUNTY, GA",3
"6455","TOPEKA CORRECTIONAL FACILITY KANSAS DEPARTMENT OF CORRECTIONS",2
"6456","TOPEKA KANSAS AREA NON-CUSTODIAL ARREST",11
"6457","TOPPENISH CITY PD",17
"6458","TORRANCE COUNTY DETENTION FACILITY, ESTANCIA, NM",8
"6459","TORRANCE POLICE DEPT, TORRANCE, CA",1
"6460","TORRINGTON, CT",23
"6461","TORRINGTON, CT POLICE DEPARTMENT",3
"6462","TOTOWA PD",9
"6463","TOWN AND COUNTRY POLICE DEPARTMENT, MISSOURI",6
"6464","TOWNS COUNTY, GA",7
"6465","TOWNSHIP OF HAMILTON POLICE DEPARTMENT",24
"6466","TPC BLVD, ORLANDO, FL, PROBATION AND PAROLE OFFICE 09B",17
"6467","TRANSYLVANIA COUNTY JAIL",5
"6468","TRANSYLVANIA COUNTY, NC",1
"6469","TRAVERSE COUNTY JAIL, MN",5
"6470","TRAVIS CO",133
"6471","TRAVIS COUNTY DARDNER HOUSE, AUSTIN, TEXAS",1
"6472","TRAVIS COUNTY GARDNER HOUSE, AUSTIN, TEXAS",1
"6473","TRAVIS COUNTY JAIL (DEL VALLE UNIT) DEL VALLE, TEXAS",1
"6474","TRAVIS COUNTY JAIL, AUSTIN, TEXAS",1
"6475","TRAVIS COUNTY JAIL, AUSTIN, TEXAS - TX2270000",1603
"6476","TRAVIS COUNTY JAIL(DEL VALLE UNIT) DEL VALLE, TEXAS",285
"6477","TRAVIS COUNTY PROBATION",2
"6478","TRAVIS STATE JAIL, AUSTIN, TEXAS",3
"6479","TRC GENERAL AREA, NON-SPECIFIC",339
"6480","TREGO COUNTY SHERIFFS OFFICE, WAKEENY, KANSAS",2
"6481","TRENTON CITY POLICE DEPARTMENT",202
"6482","TRENTON, GA",7
"6483","TRENTON, MICHIGAN",1
"6484","TRI-COUNTY JAIL",14
"6485","TRINITY COUNTY JAIL",14
"6486","TRINITY COUNTY JAIL, GROVETON, TX",1
"6487","TRINITY COUNTY PROBATION, GROVETON, TX",1
"6488","TRION MUNICIPAL COURT PROBATION",2
"6489","TRIPP COUNTY JAIL, WINNER, SD",1
"6490","TROUP COUNTY, GA",39
"6491","TROUSDALE COUNTY JAIL, TN",6
"6492","TROY POLICE DEPARTMENT",14
"6493","TROY, MI",46
"6494","TROY, NC",7
"6495","TRUCKEE POLICE DEPARTMENT",1
"6496","TRUMABLL, CT",1
"6497","TRUMBULL COUNTY JAIL",10
"6498","TRUMBULL, CT POLICE DEPARTMENT",1
"6499","TUCGEN",91
"6500","TUCKER OFFICE (FEDERAL PROBATION & PAROLE)",4
"6501","TUCKER, GA",31
"6502","TUCSON BORDER PATROL AZ STATE",3
"6503","TULARE COUNTY",59
"6504","TULARE COUNTY JAIL",205
"6505","TULARE POLICE DEPARTMENT",3
"6506","TULSA COUNTY JAIL",3
"6507","TULSA COUNTY JAIL - DAVID L. MOSS CRIMINAL JUSTICE CENTER",1
"6508","TULSA COUNTY JAIL-DAVID L. MOSS CRIMINAL JUSTICE CENTER",1221
"6509","TUOLUMNE COUNTY JAIL",2
"6510","TURBEVILLE CORRECTIONAL INSTITUTION",1
"6511","TURNER COUNTY, GA",6
"6512","TUSCARAWAS COUNTY JAIL",58
"6513","TUSCOLA COUNTY JAIL, CARO, MI",4
"6514","TWIGGS COUNTY, GA",1
"6515","TWIN FALLS COUNTY JAIL ID",135
"6516","TWIN FALLS COUNTY MISDEMEANOR PROBATION OFFICE ID",11
"6517","TWIN FALLS FELONY PROBATION OFFICE ID",8
"6518","TXA GENERAL AREA, NON-SPECIFIC",33
"6519","TYGART VALLEY REGIONAL JAIL",9
"6520","TYLER COUNTY JAIL, WOODVILLE, TX",3
"6521","TYLER COUNTY PROBATION, WOODVILLE, TX",2
"6522","TYLER POLICE DEPARTMENT",9
"6523","TYRRELL COUNTY FUGITIVE OPERATIONS",1
"6524","U.S MARSHALS SERVICE",1
"6525","U.S. ARMY FT. LEONARD WOOD",13
"6526","U.S. MARSHAL SERVICE, AUSTIN, TEXAS",124
"6527","U.S. Marshalls Service",4
"6528","U.S. Marshals",6
"6529","U.S. Marshals Service",10
"6530","U.S. MARSHALS SERVICE",5
"6531","U.S. MARSHALS SERVICE CHEYENNE, WY",1
"6532","U.S. MARSHALS SERVICE DENVER, CO",4
"6533","U.S. MARSHALS SERVICE NEW MEXICO",21
"6534","U.S. PROBATION - SYRACUSE",1
"6535","U.S. PROBATION OFFICE",1
"6536","U.S. PROBATION OFFICE SAN JUAN",1
"6537","UINTA COUNTY",1
"6538","UINTA COUNTY JAIL, EVANSTON, WY",24
"6539","UINTAH COUNTY JAIL - UT",15
"6540","UMATILLA CO. JAIL",32
"6541","UMATILLA COUNTY JAIL",44
"6542","UNADILLA, GA",1
"6543","UNICOI COUNTY JAIL, TN",11
"6544","UNION CITY PD",96
"6545","UNION CITY, GA",7
"6546","UNION CO JAIL, ELK POINT, SD",4
"6547","UNION COUNTY",1
"6548","UNION COUNTY DETENTION CENTER, CLAYTON, NM",3
"6549","UNION COUNTY JAIL",445
