"","aor","apprehension_landmark","total"
"9863","PHO","FCI BENNETTSVILLE",1
"9864","PHO","FCI WASECA- MN",1
"9865","PHO","FEDERAL DETENTION CENTER (FDC)",2
"9866","PHO","FEDERAL PRISON LOMPOC MEDIUM",5
"9867","PHO","FLO GENERAL AREA, NON-SPECIFIC",1
"9868","PHO","FLORENCE CAP (ERO)",1223
"9869","PHO","FLORENCE DETENTION CENTER **REPROCESSED EVENT**",382
"9870","PHO","FLORENCE POLICE DEPARTMENT",60
"9871","PHO","FOS GENERAL AREA, NON-SPECIFIC",3
"9872","PHO","FOT 1 AZ STATE",122
"9873","PHO","FOT 2 AZ STATE",25
"9874","PHO","FRD GENERAL AREA, NON-SPECIFIC",3
"9875","PHO","FRE GENERAL AREA, NON-SPECIFIC",3
"9876","PHO","FUG OPS CT",1
"9877","PHO","FUGITIVE ARREST SAN LUIS",6
"9878","PHO","FUGITIVE ARREST SOMERTON",4
"9879","PHO","FUGITIVE ARREST YUMA",18
"9880","PHO","FUGITIVE OPERATIONS AZ STATE",591
"9881","PHO","FUGITIVE OPERATIONS GENERAL",5125
"9882","PHO","FUGITIVE OPERATIONS RETURN TO SENDER",5
"9883","PHO","FUGITIVE_AT-LARGE ARREST YUMA",6
"9884","PHO","GARLAND COUNTY JAIL",1
"9885","PHO","GARVIN COUNTY JAIL",1
"9886","PHO","GASTON COUNTY, NC",1
"9887","PHO","GILA COUNTY JAIL",117
"9888","PHO","GILA COUNTY SHERIFF",69
"9889","PHO","GILA RIVER INDIAN COMMUNITY",4
"9890","PHO","GLOBE POLICE DEPARTMENT",10
"9891","PHO","GPC CI (Great Plains Correctional Center)",1
"9892","PHO","GRADY COUNTY JAIL",2
"9893","PHO","GRAND PRAIRIE CITY JAIL",1
"9894","PHO","GRAYSON COUNTY DETENTION CTR, KY",1
"9895","PHO","GSS GENERAL AREA, NON-SPECIFIC",1
"9896","PHO","GUAYNABO METROPOLITAN DETENTION CENTER",2
"9897","PHO","HALAWA CORRECTIONAL FACILITY",1
"9898","PHO","HAR GENERAL AREA, NON-SPECIFIC",4
"9899","PHO","HENRICO COUNTY JAIL-VA",6
"9900","PHO","HERLONG FCI",1
"9901","PHO","HID GENERAL AREA, NON-SPECIFIC",3
"9902","PHO","HIDALGO COUNTY JAIL, EDINBURG, TXN - TX1080000",1
"9903","PHO","HIGH DESERT STATE PRISON (NDOC)",1
"9904","PHO","HOOD COUNTY SHERIFFS OFFICE",1
"9905","PHO","HOUSTON ERO CONTRACT DET FACILITY",1
"9906","PHO","HPC GENERAL AREA, NON-SPECIFIC",1
"9907","PHO","HSI BEST TASK FORCE",18
"9908","PHO","HUMAN SMUGGLING GROUP",1
"9909","PHO","ICE ERO MOUNT LAUREL",29
"9910","PHO","ICE ERO NEWARK",22
"9911","PHO","ICE/ERO OFFICE LOBBY  SPRINGFIELD, MISSOURI",1
"9912","PHO","IFI GENERAL AREA, NON-SPECIFIC ID",3
"9913","PHO","IIMPACT ARIZONA TASK FORCE",2
"9914","PHO","IMP GENERAL AREA, NON-SPECIFIC",1
"9915","PHO","IMPERIAL COUNTY JAIL",5
"9916","PHO","ITAK",1
"9917","PHO","JACART - OI TIP LINE",2
"9918","PHO","JACKSON COUNTY JAIL",1
"9919","PHO","JACKSON, GA",2
"9920","PHO","JCART - CIS REFERRALS",1
"9921","PHO","JCART PIMA COUNTY PAROLE AND PROBATION AZ STATE",1
"9922","PHO","JOHNSON COUNTY SHERIFF'S OFFICE, FRANKLIN, INDIANA",1
"9923","PHO","JOSEPHINE COUNTY JAIL",1
"9924","PHO","KAN GENERAL AREA, NON-SPECIFIC",1
"9925","PHO","KERN COUNTY JAIL LERDO",1
"9926","PHO","KERSHAW COUNTY, SC",1
"9927","PHO","KINGMAN POLICE DEPARTMENT",2
"9928","PHO","KIRKLAND STATE PRISON, SC",1
"9929","PHO","KOTS KUG",1
"9930","PHO","KROME SPC",1
"9931","PHO","LA PAZ COUNTY JAIL",113
"9932","PHO","LAKE HAVASU CITY POLICE DEPT.",2
"9933","PHO","LAS VEGAS CAP PROCESSING",1
"9934","PHO","LEAR - 1070 ARRESTS",11
"9935","PHO","LEAR - ALCOHOL, TOBACCO, FIREARMS AND EXPLOSIVES (ATFE)",1
"9936","PHO","LEAR - APACHE COUNTY JAIL",4
"9937","PHO","LEAR - APACHE JUNCTION POLICE DEPARTMENT",4
"9938","PHO","LEAR - ARIZONA DEPARTMENT OF PUBLIC SAFETY",1869
"9939","PHO","LEAR - ARIZONA DEPARTMENT OF TRANSPORTATION",92
"9940","PHO","LEAR - AVONDALE POLICE DEPARTMENT",53
"9941","PHO","LEAR - BUCKEYE POLICE DEPARTMENT",46
"9942","PHO","LEAR - BUREAU OF LAND MANAGEMENT",99
"9943","PHO","LEAR - CAMP VERDE POLICE DEPARTMENT",2
"9944","PHO","LEAR - CHANDLER POLICE DEPARTMENT",73
"9945","PHO","LEAR - CHINO VALLEY POLICE DEPARTMENT",21
"9946","PHO","LEAR - CIS REFERAL",28
"9947","PHO","LEAR - COCONINO COUNTY SHERIFFS OFFICE",35
"9948","PHO","LEAR - COTTONWOOD POLICE DEPARTMENT",7
"9949","PHO","LEAR - DRUG ENFORCEMENT AGENCY",117
"9950","PHO","LEAR - EAGER POLICE DEPARTMENT",4
"9951","PHO","LEAR - EL MIRAGE POLICE DEPARTMENT",12
"9952","PHO","LEAR - ELOY POLICE DEPARTMENT",1
"9953","PHO","LEAR - FEDERAL BUREAU OF INVESTIGATIONS",12
"9954","PHO","LEAR - FLAGSTAFF POLICE DEPARTMENT",4
"9955","PHO","LEAR - FLORENCE POLICE DEPARTMENT",5
"9956","PHO","LEAR - FT. MCDOWELL POLICE DEPARTMENT",12
"9957","PHO","LEAR - FUGITVE OPERATIONS REFERALS",6
"9958","PHO","LEAR - GILA COUNTY JAIL",5
"9959","PHO","LEAR - GILA COUNTY SHERIFF'S OFFICE",12
"9960","PHO","LEAR - GILA INDIAN RESERVATION",15
"9961","PHO","LEAR - GILA RIVER POLICE DEPARTMENT",36
"9962","PHO","LEAR - GILBERT POLICE DEPARTMENT",14
"9963","PHO","LEAR - GLENDALE POLICE DEPARTMENT",152
"9964","PHO","LEAR - GLOBE POLICE DEPARTMENT",1
"9965","PHO","LEAR - GOODYEAR POLICE DEPARTMENT",47
"9966","PHO","LEAR - GSA SECURITY",4
"9967","PHO","LEAR - HOLBROOK POLICE DEPARTMENT",14
"9968","PHO","LEAR - IMPACT",96
"9969","PHO","LEAR - KINGMAN POLICE DEPARTMENT",13
"9970","PHO","LEAR - MARICOPA COUNTY SHERIFFS OFFICE",224
"9971","PHO","LEAR - MESA POLICE DEPARTMENT",167
"9972","PHO","LEAR - MOHAVE COUNTY SHERIFFS OFFICE",5
"9973","PHO","LEAR - NAVAJO COUNTY SHERIFFS OFFICE",284
"9974","PHO","LEAR - NAVAJO TRIBAL POLICE DEPARTMENT",7
"9975","PHO","LEAR - OFFICE OF INVESTIGATIONS",459
"9976","PHO","LEAR - PAGE COUNTY POLICE DEPARTMENT",1
"9977","PHO","LEAR - PARADISE VALLEY POLICE DEPARTMENT",14
"9978","PHO","LEAR - PAYSON POLICE DEPARTMENT",66
"9979","PHO","LEAR - PEORIA POLICE DEPARTMENT",43
"9980","PHO","LEAR - PHOENIX FIRE INVESTIGATIONS",5
"9981","PHO","LEAR - PHOENIX POLICE DEPARTMENT",1583
"9982","PHO","LEAR - PINAL COUNTY SHERIFF'S OFFICE",27
"9983","PHO","LEAR - PRESCOTT POLICE DEPARTMENT",15
"9984","PHO","LEAR - PRESCOTT VALLEY SHERIFFS OFFICE",4
"9985","PHO","LEAR - SALT RIVER INDIAN RESERVATION",2
"9986","PHO","LEAR - SALT RIVER POLICE DEPARTMENT",17
"9987","PHO","LEAR - SCOTTSDALE POLICE DEPARTMENT DISTRICT 1",163
"9988","PHO","LEAR - SECURE COMMUNITIES",15
"9989","PHO","LEAR - SECURE COMMUNITIES LEVEL 1 CRIMINAL",2
"9990","PHO","LEAR - SECURE COMMUNITIES LEVEL 2 CRIMINAL",8
"9991","PHO","LEAR - SECURE COMMUNITIES LEVEL 2 NON-CRIMINAL",1
"9992","PHO","LEAR - SECURE COMMUNITIES LEVEL 3 CRIMINAL",4
"9993","PHO","LEAR - SECURE COMMUNITIES LEVEL 3 NON-CRIMINAL",5
"9994","PHO","LEAR - SEDONA POLICE DEPARTMENT",2
"9995","PHO","LEAR - SHOW LOW POLICE DEPARTMENT",20
"9996","PHO","LEAR - SKY HARBOR AIRPORT - INSPECTIONS (POE)",3
"9997","PHO","LEAR - SPRINGVILLE POLICE DEPARTMENT",1
"9998","PHO","LEAR - SUPERIOR POLICE DEPARTMENT",6
"9999","PHO","LEAR - SURPRISE POLICE DEPARTMENT",11
"10000","PHO","LEAR - TEMPE POLICE DEPARTMENT",73
"10001","PHO","LEAR - TOLLESON POLICE DEPARTMENT",15
"10002","PHO","LEAR - UNITED STATES BORDER PARTOL",14
"10003","PHO","LEAR - UNITED STATES FOREST SERVICE",3
"10004","PHO","LEAR - UNITED STATES MARSHALS",33
"10005","PHO","LEAR - WICKENBURG POLICE DEPARTMENT",16
"10006","PHO","LEAR - WINSLOW POLICE DEPARTMENT",10
"10007","PHO","LEAR - YAVAPAI COUNTY SHERIFFS OFFICE",94
"10008","PHO","LEAR- SNOWFLAKE TAYLOR POLICE DEPARTMENT",3
"10009","PHO","LEXINGTON COUNTY, SC",2
"10010","PHO","LIN GENERAL AREA, NON-SPECIFIC",1
"10011","PHO","LOM GENERAL AREA, NON-SPECIFIC",17
"10012","PHO","LOS ANGELES COUNTY GENERAL AREA, NON-SPECIFIC",8
"10013","PHO","LOS GENERAL AREA, NON-SPECIFIC",4
"10014","PHO","LUK GENERAL AREA, NON-SPECIFIC",2
"10015","PHO","LVG GENERAL AREA, NON-SPECIFIC",8
"10016","PHO","Lemon Grove, CA",1
"10017","PHO","MAMMOTH POLICE DEPARTMENT",2
"10018","PHO","MARICOPA CITY POLICE DEPARTMENT",6
"10019","PHO","MARION COUNTY JAIL",1
"10020","PHO","MCAT AZ STATE",115
"10021","PHO","MEM GENERAL AREA, NON-SPECIFIC",1
"10022","PHO","MES GENERAL AREA, NON-SPECIFIC",1
"10023","PHO","METROPOLITAN DETENTION CENTER MDC, BERNALILLO COUNTY",1
"10024","PHO","MIA GENERAL AREA, NON-SPECIFIC",2
"10025","PHO","MN CORR FACILITY, MN",1
"10026","PHO","MOHAVE COUNTY JAIL",346
"10027","PHO","MOHAVE COUNTY PROBATION OFFICE",5
"10028","PHO","Miramar ICE/ERO Sub-Office",2
"10029","PHO","N DIST TX FT WORTH DIV TARRANT CO CRIM AT LARGE",1
"10030","PHO","NAC GENERAL AREA, NON-SPECIFIC",2
"10031","PHO","NACO BORDER PATROL AZ STATE",1
"10032","PHO","NCO GENERAL AREA, NON-SPECIFIC",1
"10033","PHO","NDD - 26 FEDERAL PLAZA NY, NY",9
"10034","PHO","NEVADA SOUTHERN DETENTION CENTER",41
"10035","PHO","NGL GENERAL AREA, NON-SPECIFIC",2
"10036","PHO","NO VALID STATUS",4
"10037","PHO","NOG GENERAL AREA, NON-SPECIFIC",16
"10038","PHO","NOGALES PORT OF ENTRY AZ STATE",7
"10039","PHO","NON-DETAINED JUVENILE REPROCESS",719
"10040","PHO","NON-DETAINED UNIT CIS REF. IDENT",50
"10041","PHO","NON-DETAINED UNIT CIS WALK IN",50
"10042","PHO","NON-DETAINED UNIT FIELD APPREHENSION",267
"10043","PHO","NON-DETAINED UNIT REF. CAP",58
"10044","PHO","NON-DETAINED UNIT REF. LEAR",5
"10045","PHO","NON-DETAINED UNIT REF. OTHER",565
"10046","PHO","NON-DETAINED UNIT-ASYLUM NOT CREATED IN ENFORCE",330
"10047","PHO","NORGEN",1
"10048","PHO","NORTH KERN STATE PRISON",1
"10049","PHO","NORTHERN NECK REGIONAL JAIL-VA",1
"10050","PHO","NORTHWEST DETENTION CENTER DETAINED DOCKET",9
"10051","PHO","North Fork Correctional",1
"10052","PHO","OKLAHOMA COUNTY JAIL",8
"10053","PHO","OMA GENERAL AREA, NON-SPECIFIC",1
"10054","PHO","ORL - CENTRAL FLORIDA RECEPTION CENTER FL DOC",1
"10055","PHO","P&P - ADC COMMUNITY CORRECTIONS BUREAU",1
"10056","PHO","P&P - APACHE COUNTY ADULT PROBATION DIVISION",1
"10057","PHO","P&P - AZ SUPREME COURT ADMIN OFF OF THE COURTS ADULT PROBATION DIV",1
"10058","PHO","P&P - CHANDLER MUNICIPAL COURT PROBATION DEPARTMENT",1
"10059","PHO","P&P - MARICOPA COUNTY ADULT PROBATION DEPARTMENT",164
"10060","PHO","P&P - MOHAVE COUNTY ADULT PROBATION DEPARTMENT",1
"10061","PHO","P&P - US PROBATION OFFICE",3
"10062","PHO","P&P - YAVAPAI COUNTY ADULT PROBATION DEPARTMENT",4
"10063","PHO","PARK COUNTY JAIL, CODY, WYOMING",1
"10064","PHO","PARKER POLICE DEPARTMENT",3
"10065","PHO","PASSAIC COUNTY JAIL",1
"10066","PHO","PAYSON POLICE DEPARTMENT",13
"10067","PHO","PCAAT - CIS REFERRALS",50
"10068","PHO","PCAAT - HSI TIP LINE",132
"10069","PHO","PCAAT - OTHER",222
"10070","PHO","PCAAT - SECURE COMMUNITIES",150
"10071","PHO","PCAAT - US MARSHALS SERVICE",12
"10072","PHO","PCS GENERAL AREA, NON-SPECIFIC",68
"10073","PHO","PHI GENERAL AREA, NON-SPECIFIC",212
"10074","PHO","PHILADELPHIA CURRAN FROMHOLD CORRECTIONAL FACILITY",1
"10075","PHO","PHO GENERAL AREA, NON-SPECIFIC",2
"10076","PHO","PINAL COUNTY ADULT PROBATION",14
"10077","PHO","PINAL COUNTY JAIL",478
"10078","PHO","PINAL COUNTY SHERIFF",146
"10079","PHO","PINAL COUNTY SHERIFF OFFICE",1
"10080","PHO","PIT GENERAL AREA, NON-SPECIFIC",1
"10081","PHO","POO CAP NON-CUSTODIAL ARREST",1
"10082","PHO","POO VCAS NON-CUSTODIAL ARREST",1
"10083","PHO","PORTLAND FUGITIVE OPERATIONS STREET ARREST",1
"10084","PHO","Processed by the LPR unit",26
"10085","PHO","REEVES COUNTY DETENTION CENTER 1 AND 2",1
"10086","PHO","RICHMOND CITY JAIL-VA",1
"10087","PHO","Railroad PD",9
"10088","PHO","S.C.I GARDEN STATE, NEW JERSEY",1
"10089","PHO","S.C.I MID STATE, NEW JERSEY",1
"10090","PHO","SAA GENERAL AREA, NON-SPECIFIC",2
"10091","PHO","SACRAMENTO ERO OFFICE",9
"10092","PHO","SAN DIEGO FUGOPS",3
"10093","PHO","SAN DIEGO INSPECTIONS",1
"10094","PHO","SAN LUIS CAP STREET ARREST",14
"10095","PHO","SAN LUIS INSPECTIONS REPROCESSED CASE",8
"10096","PHO","SAN LUIS REGIONAL DETENTION CENTER",295
"10097","PHO","SAS GENERAL AREA, NON-SPECIFIC",9
"10098","PHO","SBD GENERAL AREA, NON-SPECIFIC",1
"10099","PHO","SCOTT COUNTY, MN",1
"10100","PHO","SEA CAP",1
"10101","PHO","SEATTLE NON-DETAINED DOCKET",11
"10102","PHO","SECURE COMMUNITIES ATD VIOLATORS",29
"10103","PHO","SECURE COMMUNITIES LEVEL 1",19
"10104","PHO","SECURE COMMUNITIES LEVEL 2",45
"10105","PHO","SECURE COMMUNITIES LEVEL 3",82
"10106","PHO","SECURE COMMUNITIES OTHER REFERRAL",2
"10107","PHO","SEVIER COUNTY JAIL - UT",1
"10108","PHO","SFR GENERAL AREA, NON-SPECIFIC",2
"10109","PHO","SHERIDAN FCI",1
"10110","PHO","SKY HARBOR AIRPORT",1
"10111","PHO","SLC GENERAL AREA, NON-SPECIFIC",6
"10112","PHO","SNOHOMISH COUNTY JAIL",1
"10113","PHO","SOMERTON CAP STREET ARREST",7
"10114","PHO","SPM GENERAL AREA, NON-SPECIFIC",1
"10115","PHO","SR86 TO SOUTH MTN",2
"10116","PHO","SRT - Sonoran Desert Initiative",2
"10117","PHO","SRT PHO Field Operations",36
"10118","PHO","STUART-VCAS",2
"10119","PHO","SWK-Estrella",233
"10120","PHO","SWK-Sycamore",41
"10121","PHO","San Diego, CA",1
"10122","PHO","TAC GENERAL AREA, NON-SPECIFIC",24
"10123","PHO","TAFT FEDERAL CORRECTIONAL INSTITUTION",11
"10124","PHO","TAL GENERAL AREA, NON-SPECIFIC",3
"10125","PHO","TAMPA FUGITIVE OPERATION",5
"10126","PHO","TCAAT  WALK-IN AZ STATE",74
"10127","PHO","TCAAT CAP REFERRALS AZ STATE",103
"10128","PHO","TCAAT CIS REFERRALS AZ STATE",52
"10129","PHO","TCAAT COCHISE COUNTY PAROLE AND PROBATION AZ STATE",11
"10130","PHO","TCAAT COLLATERAL ARRESTS AZ STATE",83
"10131","PHO","TCAAT HSI REFERRALS AZ STATE",31
"10132","PHO","TCAAT PIMA COUNTY PAROLE AND PROBATION AZ STATE",88
"10133","PHO","TCAAT SANTA CRUZ COUNTY PAROLE AND PROBATION AZ STATE",2
"10134","PHO","TCAAT SECURE COMMUNITIES LEVEL 1 REFERRALS AZ STATE",12
"10135","PHO","TCAAT SECURE COMMUNITIES LEVEL 2 REFERRALS AZ STATE",64
"10136","PHO","TCAAT US PROBATION TUCSON AZ STATE",12
"10137","PHO","TEHACHAPI STATE PRISON",1
"10138","PHO","TEXAS DEPT OF CRIMINAL JUSTICE, WALKER CO",1
"10139","PHO","TFO GIITEM AZ STATE",2
"10140","PHO","TFO USMS AZ STATE",1
"10141","PHO","THIS IS THE POE WRONG SITE",3
"10142","PHO","TUC GENERAL AREA, NON SPECIFIC",1
"10143","PHO","TUCGEN",198
"10144","PHO","TUCSON",1
"10145","PHO","TUCSON BORDER PATROL AZ STATE",9
"10146","PHO","TUCSON SW",1
"10147","PHO","TULARE COUNTY JAIL",1
"10148","PHO","TUS GENERAL AREA, NON-SPECIFIC",2
"10149","PHO","U.S. FEDERAL PRISON LOMPOC- MEDIUM, LOMPOC, CA",1
"10150","PHO","UNK GENERAL AREA, NON-SPECIFIC",1
"10151","PHO","UNPROCESSED NONCITIZENS FROM USBP TO ERO FOR DECOMPRESSION EFFORTS",1448
"10152","PHO","USBOP CI-MOSHANNON VALLEY",8
"10153","PHO","USBOP LSCI-ALLENWOOD",2
"10154","PHO","USBOP USP-LEWISBURG",1
"10155","PHO","USM OFFICE - ANY",5
"10156","PHO","UTAH COUNTY JAIL - UT",1
"10157","PHO","VAL VERDE COUNTY JAIL",6
"10158","PHO","VALLEY STATE PRISON FOR WOMEN",1
"10159","PHO","VCAS ADOC MARANA AZ STATE",2
"10160","PHO","VCAS ADOC SAFFORD AZ STATE",1
"10161","PHO","VCAS ADOC TUCSON AZ STATE",3
"10162","PHO","VCAS COCHISE COUNTY JAIL AZ STATE",2
"10163","PHO","VCAS FCI SAFFORD AZ STATE",1
"10164","PHO","VCAS FCI TUCSON AZ STATE",1
"10165","PHO","VCAS JCART REFERRALS AZ STATE",1
"10166","PHO","VCAS PIMA COUNTY JAIL AZ STATE",6
"10167","PHO","VCAS SANTA CRUZ COUNTY JAIL AZ STATE",1
"10168","PHO","VCAS TUCSON SUB OFFICE CALL IN AZ STATE",1
"10169","PHO","VCAS TUCSON SUB OFFICE WALK IN AZ STATE",1
"10170","PHO","VCAS US MARSHALS",1
"10171","PHO","VEKOL MOUNTAINS",1
"10172","PHO","VENTURA COUNTY JAIL, VENTURA CA",1
"10173","PHO","VENTURA FUGITIVE OPERATIONS",1
"10174","PHO","VIOLENT CRIMINAL ALIEN SECTION (CAP)",68
"10175","PHO","VIOLENT CRIMINAL ALIEN SECTION (LEAR)",5
"10176","PHO","VIOLENT CRIMINAL ALIEN SECTION (MCSO)",1
"10177","PHO","VIOLENT CRIMINAL ALIEN SECTION (SECURE COMMUNITY)",4
"10178","PHO","WALKINS AT SAN ANTONIO",1
"10179","PHO","WASHINGTON CORRECTIONS CENTER",1
"10180","PHO","WATONWAN COUNTY JAIL, MN",1
"10181","PHO","WELLTON BORDER PATROL REPROCESSED CASE",2
"10182","PHO","WELLTON CAP STREET ARREST",2
"10183","PHO","WILLCOX BORDER PATROL AZ STATE",2
"10184","PHO","WORKSITE ENFORCEMENT - EMPLOYER SANCTIONS GRP (OI)",1
"10185","PHO","XPX GENERAL AREA, NON-SPECIFIC",7
"10186","PHO","XTU GENERAL AREA, NON-SPECIFIC",1
"10187","PHO","YAKIMA COUNTY JAIL",3
"10188","PHO","YAKIMA Fug Ops",1
"10189","PHO","YUMA BORDER PATROL REPROCESSED CASE",23
"10190","PHO","YUMA CAP STREET ARREST",70
"10191","PHO","YUMA COUNTY JAIL",266
"10192","PHO","YUMA COUNTY PROBATION OFFICE",70
"10193","PHO","YUMA DEPT. OF CORRECTIONS - SAN LUIS",15
"10194","PHO","YUMA DEPT. PUBLIC SAFETY",1
"10195","PHO","YUMA POLICE DEPARTMENT",1
"10196","PHO","YUMACAP",12
"10197","PHO",NA,4329
"10198","SEA","		COOK INLET PRETRIAL FACILITY",14
"10199","SEA"," MULTNOMAH COUNTY JAILS (INVERNESS & MCDC)",1113
"10200","SEA","ABERDEEN CITY JAIL, WA",49
"10201","SEA","ADAMS CO. JAIL",99
"10202","SEA","ADELANTO, CA ICE FACILITY",1
"10203","SEA","AIRWAY HEIGHTS",233
"10204","SEA","AK PROBATION ANCHORAGE",8
"10205","SEA","ANC GENERAL AREA, NON-SPECIFIC",26
"10206","SEA","ANCHORAGE CORRECTIONAL COMPLEX",92
"10207","SEA","ANCHORAGE DETAINED DOCKET ARREST",2
"10208","SEA","ANCHORAGE ERO OFFICE",30
"10209","SEA","ANCHORAGE FUGITIVE OPERATIONS STREET ARREST",5
"10210","SEA","ANCHORAGE NON-DETAINED ARREST",30
"10211","SEA","ANCHORAGE NON-DETAINED DOCKET",73
"10212","SEA","ASOTIN CO. JAIL",8
"10213","SEA","ASSINK ROAD TO VAN BUREN ROAD",1
"10214","SEA","ATL GENERAL AREA, NON-SPECIFIC",1
"10215","SEA","ATLANTA, GA",3
"10216","SEA","AUBURN CITY JAIL",2
"10217","SEA","Adams County Correctional Center",1
"10218","SEA","Anchorage CAP",40
"10219","SEA","BENEWAH CO. JAIL",1
"10220","SEA","BENTON CO. JAIL",922
"10221","SEA","BENTON COUNTY JAIL",39
"10222","SEA","BKI GENERAL AREA, NON-SPECIFIC",1
"10223","SEA","BLA GENERAL AREA, NON-SPECIFIC",3
"10224","SEA","BLH GENERAL AREA, NON-SPECIFIC",1
"10225","SEA","BONNERS FERRY CO. JAIL",6
"10226","SEA","BOTHELL CITY JAIL",2
"10227","SEA","BREMERTON CITY JAIL",1
"10228","SEA","BUCKLEY CITY JAIL",4
"10229","SEA","CALIFORNIA CITY FEDERAL CORRECTIONAL INSTITUTION",1
"10230","SEA","CEDAR CREEK CORRECTIONS",6
"10231","SEA","CHE GENERAL AREA, NON-SPECIFIC",1
"10232","SEA","CHELAN CO. JAIL",725
"10233","SEA","CIBOLA COUNTY CORRECTION AL CENTER, MILAN FEDERAL FACILTIY",1
"10234","SEA","CITY OF GRAND JUNCTION",1
"10235","SEA","CLACKAMAS COUNTY JAIL",426
"10236","SEA","CLALLAM BAY CORRECTIONS",35
"10237","SEA","CLALLAM CO. JAIL",1
"10238","SEA","CLALLAM COUNTY JAIL",10
"10239","SEA","CLARK COUNTY JAIL",603
"10240","SEA","CLARK COUNTY JUVENILE",6
"10241","SEA","CLATSOP COUNTY JAIL",23
"10242","SEA","COFFEE CREEK CORRECTIONAL",148
"10243","SEA","COFFEE CREEK CORRECTIONAL FACILITY (CCCF) & STATE INTAKE",3
"10244","SEA","COLOMBIA COUNTY JAIL",2
"10245","SEA","COLORADO DEPARTMENT OF CORRECTIONS",1
"10246","SEA","COLUMBIA COUNTY JAIL",67
"10247","SEA","COLUMBIA COUNTY JAIL, WA",2
"10248","SEA","COLUMBIA RIVER CORRECTIONAL INSTITUTION (CRCI)",27
"10249","SEA","COOS COUNTY JAIL",35
"10250","SEA","COWLITZ COUNTY JAIL",139
"10251","SEA","COWLITZ COUNTY JUVENILE FACILITY",3
"10252","SEA","COYOTE RIDGE CORRECTIONS",366
"10253","SEA","CROOK COUNTY JAIL",11
"10254","SEA","CURRY COUNTY JAIL",3
"10255","SEA","DAL GENERAL AREA, NON-SPECIFIC",1
"10256","SEA","DEER RIDGE CORRECTIONAL (DRCI)",1
"10257","SEA","DELAWARE COUNTY PRISON",1
"10258","SEA","DENNY JUVENILE CENTER",3
"10259","SEA","DES MOINES CITY PD",1
"10260","SEA","DESCHUTES COUNTY JAIL",187
"10261","SEA","DESCHUTES COUNTY JAIL, BEND, OREGON",1
"10262","SEA","DO NOT USE",1
"10263","SEA","DOUGLAS COUNTY JAIL",85
"10264","SEA","DSM GENERAL AREA, NON-SPECIFIC IOWA",1
"10265","SEA","DVA GENERAL AREA, NON-SPECIFIC",1
"10266","SEA","EASTERN OREGON CORRECTIONAL INSTITUTION (EOCI)",92
"10267","SEA","EASTERN OREGON YOUTH CORRECTIONS FACILITY",1
"10268","SEA","ECHO GLEN CHILDREN'S CENTER",2
"10269","SEA","ELP GENERAL AREA, NON-SPECIFIC",2
"10270","SEA","EUG GENERAL AREA, NON-SPECIFIC",81
"10271","SEA","EUGENE FEDERAL COURTHOUSE",1
"10272","SEA","EUMCLAW CITY JAIL",18
"10273","SEA","Eugene CAP",419
"10274","SEA","Eugene Non-Detained Docket",589
"10275","SEA","Eugene VCAS",52
"10276","SEA","FAIRBANKS CORRECTIONAL CENTER",4
"10277","SEA","FCI Ashland, KY",1
"10278","SEA","FCI LA TUNA",1
"10279","SEA","FDL GENERAL AREA, NON-SPECIFIC",23
"10280","SEA","FEDERAL DETENION CENTER (FDC)",49
"10281","SEA","FEDERAL DETENTION CENTER (FDC)",1223
"10282","SEA","FERRY CO. JAIL",2
"10283","SEA","FIFE CITY JAIL",80
"10284","SEA","FORKS CORRECTIONS",8
"10285","SEA","FRANKLIN CO. JAIL",1559
"10286","SEA","FRANKLIN COUNTY JAIL",80
"10287","SEA","FUGITIVE OPERATIONS CA STATE",1
"10288","SEA","FUGOPS STREET ARREST",45
"10289","SEA","GARFIELD CO. JAIL",3
"10290","SEA","GEIGER CORRECTIONS CENTER",2
"10291","SEA","GOOSE CREEK CORRECTIONAL CENTER",7
"10292","SEA","GRANDVIEW CITY JAIL",71
"10293","SEA","GRANT CO. JAIL, WA",1103
"10294","SEA","GRANT CO. SHERIFF",14
"10295","SEA","GRANT COUNTY JAIL",1
"10296","SEA","GRAY'S HARBOR COUNTY JAIL",125
"10297","SEA","GREEN HILL SCHOOL",9
"10298","SEA","HARNEY COUNTY JAIL",1
"10299","SEA","HERLONG FCI",1
"10300","SEA","HID GENERAL AREA, NON-SPECIFIC",2
"10301","SEA","HIGH DESERT STATE PRISON (NDOC)",2
"10302","SEA","HILAND MOUNTAIN CORRECTIONAL CENTER",7
"10303","SEA","HILLCREST YOUTH CORRECTIONS FACILITY",3
"10304","SEA","HLG DISTRICT OFFICE",7
"10305","SEA","ISLAND COUNTY SHERIFF",15
"10306","SEA","ISSAQUAH CITY JAIL",116
"10307","SEA","JACKSON COUNTY JAIL",284
"10308","SEA","JACKSON COUNTY JUVENILE FACILITY",4
"10309","SEA","JACKSON, GA",7
"10310","SEA","JAK GENERAL AREA, NON-SPECIFIC",7
"10311","SEA","JEFFERSON CO. JAIL",1
"10312","SEA","JEFFERSON COUNTY JAIL",78
"10313","SEA","JNA GENERAL AREA, NON-SPECIFIC",4
"10314","SEA","JOSEPHINE COUNTY JAIL",45
"10315","SEA","KAN GENERAL AREA, NON-SPECIFIC",1
"10316","SEA","KANSAS CITY DETENTION AND REMOVAL OPERATIONS OFFICE",1
