"","apprehension_landmark","total"
"8568","SOCORRO HEADGATES TO LOPEZ ROAD",1
"8569","SOLANO COUNTY JAIL",519
"8570","SOLANO COUNTY JUVENILE HALL",2
"8571","SOLANO COUNTY PROBATION DEPARTMENT",6
"8572","SOLANO SHERIFF OFFICE",8
"8573","SOLEDAD  POLICE DEPARTMENT",3
"8574","SOLEDAD CORRECTIONAL TRAINING FACILITY",934
"8575","SOLVAY VILLAGE POLICE DEPARTMENT",1
"8576","SOMERS POINT POLICE DEPARTMENT",8
"8577","SOMERSET COUNTY DETENTION CENTER",37
"8578","SOMERSET COUNTY GENERAL AREA",5
"8579","SOMERSET COUNTY JAIL",513
"8580","SOMERSET COUNTY JAIL, SKOWHEGAN",2
"8581","SOMERSET COUNTY MD",2
"8582","SOMERSET COUNTY PROSECUTOR REFERRAL",8
"8583","SOMERSET COUNTY SHERIFF'S OFFICE, SKOWHEGAN",1
"8584","SOMERTON CAP STREET ARREST",7
"8585","SOMERVELL COUNTY JAIL, SOMERVELL, TEXAS",30
"8586","SOMERVILLE",2
"8587","SOMMERVILLE PD",33
"8588","SONOMA COUNTY JAIL",2132
"8589","SONOMA COUNTY SHERIFF'S DEPARTMENT",6
"8590","SOPERTON, GA",1
"8591","SOUTERN VIRGINIA AREA",1
"8592","SOUTH AMBOY PD",10
"8593","SOUTH BAY DETENTION FACILITY",251
"8594","SOUTH BERWICK POLICE DEPARTMENT",2
"8595","SOUTH BOSTON",1
"8596","SOUTH BOSTON, MA",1
"8597","SOUTH BOUND BROOK PD",4
"8598","SOUTH BRUNSWICK TWP PD",20
"8599","SOUTH CAROLINA DEPARTMENT OF CORRECTIONS",223
"8600","SOUTH CENTRAL COMPLEX TDOC",1
"8601","SOUTH CENTRAL PORTION OF MINNESOTA",3
"8602","SOUTH CENTRAL REGIONAL JAIL",58
"8603","SOUTH DAKOTA PRISON SYSTEM (NON-SPECIFIC FACILITY)",39
"8604","SOUTH EASTERN PORTION OF MINNESOTA",7
"8605","SOUTH FLORIDA RECEPTION CENTER",1032
"8606","SOUTH HACKENSACK PD",9
"8607","SOUTH HARRISON POLICE DEPARTMENT",1
"8608","SOUTH HAVEN, MI",1
"8609","SOUTH HOUSTON POLICE DEPT, HARRIS COUNTY, TX",155
"8610","SOUTH HOUSTON, TEXAS",13
"8611","SOUTH KINGSTOWN POLICE DEPARTMENT",1
"8612","SOUTH LAKE CITY JAIL",5
"8613","SOUTH LOUISIANA CORRECTIONAL CENTER",49
"8614","SOUTH LOUISIANA CORRECTIONAL CENTER - LADOC",22
"8615","SOUTH MISSISSIPPI CORRECTIONAL INSTITUTE",59
"8616","SOUTH OF FALFURRIAS CHECKPOINT ON U.S HIGHWAY 281",1
"8617","SOUTH ORANGE PD",4
"8618","SOUTH PADRE ISLAND CITY JAIL, TX",44
"8619","SOUTH PLAINFIELD PD",28
"8620","SOUTH PORTLAND POLICE DEPARTMENT",1
"8621","SOUTH RIVER PD",49
"8622","SOUTH SHORE",2
"8623","SOUTH SIDE PLACE POLICE DEPT, HARRIS COUNTY, TX",2
"8624","SOUTH SIDE PLACE POLICE DEPT, HOUSTON, HARRIS COUNTY, TX",1
"8625","SOUTH TOMS RIVER POLICE DEPARTMENT",8
"8626","SOUTH WESTERN PORTION OF MINNESOTA",3
"8627","SOUTH WINDSOR, CT POLICE DEPARTMENT",2
"8628","SOUTH WOODS STATE PRISON",15
"8629","SOUTH-CENTRAL REGIONAL PAROLE",1
"8630","SOUTHAMPTON COUNTY JAIL, VA",4
"8631","SOUTHBURY, CT",2
"8632","SOUTHEAST OHIO REGIONAL JAIL",27
"8633","SOUTHEAST TN REGIONAL TDOC",9
"8634","SOUTHERN COLORADO DRUG TASK FORCE",2
"8635","SOUTHERN DESERT CORRECTIONAL CENTER (NDOC)",907
"8636","SOUTHERN MARYLAND AREA",4
"8637","SOUTHERN NEW MEXICO PRISON FACILITY",25
"8638","SOUTHERN REGIONAL JAIL",59
"8639","SOUTHERN REGIONAL PAROLE",2
"8640","SOUTHERN STATE CORRECTIONAL FACILITY",8
"8641","SOUTHERN VIRGINIA AREA",40
"8642","SOUTHFIELD, MICHIGAN",27
"8643","SOUTHGATE POLICE DEPARTMENT",13
"8644","SOUTHGATE POLICE DEPT, SOUTHGATE, CA",78
"8645","SOUTHGATE, MICHIGAN",4
"8646","SOUTHINGTON, CT",4
"8647","SOUTHLAKE CITY JAIL",1
"8648","SOUTHSIDE REGIONAL JAIL-VA",19
"8649","SOUTHWEST CORRECTIONAL CENTER, MO DEPARTMENT OF CORRECTIONS",1
"8650","SOUTHWEST DENTENTION CENTER MURRIETA, CA",1
"8651","SOUTHWEST DETENTION CENTER (RCSD) MURRIETA, CA",595
"8652","SOUTHWEST DETENTION CENTER,  MURRIETA, CA",1
"8653","SOUTHWEST MULTI COUNTY CORRECTIONS, ND",21
"8654","SOUTHWEST MULTI-CO REGIONAL CORRECT FACILITY, ND",3
"8655","SOUTHWEST VIRGINIA REGIONAL JAIL - VA",1
"8656","SOUTHWEST VIRGINIA REGIONAL JAIL-ABINGDON-VA",58
"8657","SOUTHWEST VIRGINIA REGIONAL JAIL-DUFFIELD-VA",40
"8658","SOUTHWEST VIRGINIA REGIONAL JAIL-TAZWELL-VA",14
"8659","SOUTHWEST VIRIGINIA REGIONAL JAIL-HAYSI-VA",5
"8660","SOUTHWESTERN REGIONAL JAIL",4
"8661","SOUTHWESTERN VIRGINIA AREA",98
"8662","SOUTHWOODS STATE PRISON",2
"8663","SPALDING COUNTY, GA",47
"8664","SPARTA TWP PD",3
"8665","SPARTA, GA",1
"8666","SPARTA, NC",14
"8667","SPARTANBURG COUNTY",812
"8668","SPARTANBURG COUNTY DEPT. OF JUVENILE JUSTICE",3
"8669","SPARTANBURG COUNTY DETENTION CENTER",2
"8670","SPARTANBURG COUNTY PROBATION & PAROLE OFFICE",3
"8671","SPARTANBURG COUNTY, SC",1
"8672","SPARTANBURG, SC",70
"8673","SPC GENERAL AREA, NON-SPECIFIC",1
"8674","SPEARFISH, SOUTH DAKOTA",1
"8675","SPG GENERAL AREA, NON-SPECIFIC",737
"8676","SPLENDORA, TEXAS",6
"8677","SPM GENERAL AREA, NON-SPECIFIC",5759
"8678","SPM TWIN CITIES METROPOLITIAN AREA",509
"8679","SPO GENERAL AREA, NON-SPECIFIC",27
"8680","SPOKANE CO. JAIL",97
"8681","SPOKANE NON DETAINED",2
"8682","SPOTSWOOD PD",5
"8683","SPR GENERAL AREA, NON-SPECIFIC",11
"8684","SPRINDALE CITY JAIL",292
"8685","SPRING LAKE HEIGHTS PD",2
"8686","SPRING LAKE PD",2
"8687","SPRING VALLEY POLICE DEPT, HOUSTON, HARRIS COUNTY, TX",1
"8688","SPRING, TEXAS",37
"8689","SPRINGDALE CITY JAIL",59
"8690","SPRINGER CORRECTIONAL CENTER,  SPRINGER STATE FACILITY",15
"8691","SPRINGER CORRECTIONAL CENTER, SPRINGER STATE FACILITY",1
"8692","SPRINGFIELD DETENTION & REMOVAL OPERATIONS OFFICE",6
"8693","SPRINGFIELD PD",11
"8694","SPRINGFIELD, GA (EFFINGHAM COUNTY)",2
"8695","SR85, MP15 TO 24",1
"8696","SR86 TO SOUTH MTN",2
"8697","SRT - Sonoran Desert Initiative",2
"8698","SRT PHO Field Operations",36
"8699","ST ANN  POLICE DEPARTMENT, MISSOURI",51
"8700","ST CHARLES CITY POLICE DEPARTMENT, MISSOURI",49
"8701","ST CHARLES COUNTY SHERIFF'S DEPARTMENT, MISSOURI",83
"8702","ST CHARLES PROBATION AND PAROLE DISTRICT 17, MISSOURI",1
"8703","ST CLAIR COUNTY SHERIFF'S DEPARTMENT, ILLINOIS",128
"8704","ST FRANCOIS COUNTY SHERIFF'S DEPARTMENT, MISSOURI",13
"8705","ST GENEVIEVE COUNTY SHERIFF'S DEPARTMENT, MISSOURI",5
"8706","ST GENEVIEVE POLICE DEPARTMENT, MISSOURI",10
"8707","ST GEORGE UT FUG OPS",170
"8708","ST GEORGE UT PROBATION AND PAROLE",2
"8709","ST GEORGE UT TASKFORCE",105
"8710","ST HELENA PARISH JAIL",11
"8711","ST JOHN POLICE DEPARTMENT, MISSOURI",12
"8712","ST JOHNS COUNTY JAIL",10
"8713","ST JOSEPH MISSOURI AREA NON-CUSTODIAL ARREST",6
"8714","ST LOUIS CENTRAL PROBATION AND PAROLE DIST 7C, MISSOURI",1
"8715","ST LOUIS CITY POLICE DEPARTMENT, MISSOURI",57
"8716","ST LOUIS COMMUNITY RELEASE CENTER",2
"8717","ST LOUIS COUNTY JAIL, MN",1
"8718","ST LOUIS COUNTY POLICE DEPARTMENT, MISSOURI",183
"8719","ST LOUIS COUNTY PROBATION AND PAROLE, DIST 8C, MISSOURI",1
"8720","ST LOUIS COUNTY SOUTH PROBATION AND PAROLE, DIST 8S, MISSOURI",1
"8721","ST LOUIS ICE OFFICE",301
"8722","ST LOUIS PROBATION AND PAROLE DISTRICT 7B, MISSOURI",1
"8723","ST LOUIS SOUTH PROBATION AND PAROLE, DIST 7S, MISSOURI",2
"8724","ST MARYS COUNTY DETENTION CENTER",27
"8725","ST MARYS COUNTY DISTRICT/CIRCUIT COURT",1
"8726","ST MARYS COUNTY MD",20
"8727","ST MARYS COUNTY POLICE",1
"8728","ST PETERS POLICE DEPARTMENT, MISSOURI",19
"8729","ST TAMMANY PARISH",7
"8730","ST. ALBANS, VT ERO HOLD ROOM",84
"8731","ST. BERNARD PARISH, LA",13
"8732","ST. BERNARD PARISH, MS",189
"8733","ST. CHARLES PARISH, LA",222
"8734","ST. CLAIR COUNTY JAIL, PORT HURON, MI",41
"8735","ST. CLAIR COUNTY SHERIFFS OFFICE MISSOURI",4
"8736","ST. GEROGE HOLD ROOM",12
"8737","ST. JAMES PARISH, LA",10
"8738","ST. JOHN THE BAPTIST PARISH, LA",69
"8739","ST. JOSEPH COUNTY CIRCUIT COURT PROBATION/PAROLE",2
"8740","ST. JOSEPH COUNTY DISTRICT COURT PROBATION",2
"8741","ST. JOSEPH COUNTY JAIL, CENTREVILLE, MI",116
"8742","ST. JOSEPH COUNTY SHERIFF'S OFFICE, INDIANA",195
"8743","ST. JOSEPH, MICHIGAN",11
"8744","ST. LANDRY PARISH JAIL",19
"8745","ST. LAWRENCE COUNTY",1
"8746","ST. LAWRENCE COUNTY JAIL",1
"8747","ST. LOUIS CITY POLICE DEPARTMENT, MISSOURI",1
"8748","ST. LOUIS CORRECTIONAL FACILITY, ST. LOUIS, MI",34
"8749","ST. LOUIS COUNTY JAIL, MN",6
"8750","ST. MARTIN PARISH JAIL",8
"8751","ST. MARY PARISH, LA",202
"8752","ST. ROBERT POLICE DEPARTMENT, MISSOURI",1
"8753","ST. TAMMANY PARISH, LA",609
"8754","ST. THOMAS CRIMINAL JUSTICE COMPLEX",33
"8755","STA GENERAL AREA, NON-SPECIFIC",221
"8756","STAFFORD COUNTY SHERIFFS OFFICE, ST. JOHN, KANSAS",1
"8757","STAFFORD CREEK CORRECTIONS",255
"8758","STAFFORD POLICE DEPARTMENT",26
"8759","STAFFORD, CT",1
"8760","STAMFORD JUDICIAL MARSHAL'S LOCKUP",16
"8761","STAMFORD, CT",152
"8762","STAMFORD, CT POLICE DEPARTMENT",28
"8763","STANHOPE BOROUGH PD",4
"8764","STANISLAUS COUNTY",17
"8765","STANISLAUS COUNTY DISTRICT ATTORNEYS OFFICE",1
"8766","STANISLAUS COUNTY JAIL",1363
"8767","STANISLAUS COUNTY JUVINILE HALL",5
"8768","STANISLAUS COUNTY PROBATION DEPARTMENT",530
"8769","STANISLAUS COUNTY PUBLIC SAFETY CENTER",104
"8770","STANISLAUS COUNTY SHERIFF OFFICE",162
"8771","STANISLAUS COUNTY SHERIFF'S DEPARTMENT",18
"8772","STANISLAUS DEA",2
"8773","STANISLAUS HONOR FARM",2
"8774","STANLEY COUNTY JAIL",20
"8775","STANLEY COUNTY, NC",7
"8776","STANTON COUNTY SHERIFFS OFFICE, JOHNSON, KANSAS",7
"8777","STARK COUNTY JAIL",219
"8778","STARKE COUNTY SHERIFF'S OFFICE, INDIANA",5
"8779","STARR CO. CROSSOVER TO STARR/HIDALGO CO. LINE",1
"8780","STARR COUNTY JAIL- RIO GRANDE CITY, TX - TX2140000",1129
"8781","STARR/HIDALGO CO. LINE TO GOAT PENS (SOUTH OF FM2521)",1
"8782","STATE COLLEGE POLICE DEPARTMENT - STATE COLLEGE, PA",4
"8783","STATE COMMUNITY SERVICE JOURDANTON, TEXAS",9
"8784","STATE COMMUNITY SERVICE KERRVILLE, TEXAS",1
"8785","STATE COMMUNITY SERVICE SAN ANTONIO, TEXAS",1
"8786","STATE OF FLORIDA PROBATION & PAROLE",3
"8787","STATE OF FLORIDA PROBATION & PAROLE - BISCAYNE",94
"8788","STATE OF FLORIDA PROBATION & PAROLE - BROWARD CENTRAL",6
"8789","STATE OF FLORIDA PROBATION & PAROLE - BROWARD EAST",7
"8790","STATE OF FLORIDA PROBATION & PAROLE - BROWARD NORTH",14
"8791","STATE OF FLORIDA PROBATION & PAROLE - BROWARD SOUTH",334
"8792","STATE OF FLORIDA PROBATION & PAROLE - BROWARD WEST",2
"8793","STATE OF FLORIDA PROBATION & PAROLE - COCONUT GROVE",112
"8794","STATE OF FLORIDA PROBATION & PAROLE - CYPRESS",152
"8795","STATE OF FLORIDA PROBATION & PAROLE - FORT LAUDERDALE",1
"8796","STATE OF FLORIDA PROBATION & PAROLE - FORT LAUDERDALE EAST",137
"8797","STATE OF FLORIDA PROBATION & PAROLE - FORT LAUDERDALE INTAKE",37
"8798","STATE OF FLORIDA PROBATION & PAROLE - HIALEAH",91
"8799","STATE OF FLORIDA PROBATION & PAROLE - HOLLYWOOD",114
"8800","STATE OF FLORIDA PROBATION & PAROLE - HOMESTEAD",138
"8801","STATE OF FLORIDA PROBATION & PAROLE - MIAMI EAST",80
"8802","STATE OF FLORIDA PROBATION & PAROLE - MIAMI INTAKE",6
"8803","STATE OF FLORIDA PROBATION & PAROLE - MIAMI LAKES",138
"8804","STATE OF FLORIDA PROBATION & PAROLE - MIAMI NORTH",126
"8805","STATE OF FLORIDA PROBATION & PAROLE - MIAMI NORTHWEST",51
"8806","STATE OF FLORIDA PROBATION & PAROLE - MIAMI SOUTH",103
"8807","STATE OF FLORIDA PROBATION & PAROLE - PEMBROKE PARK",2
"8808","STATE OF FLORIDA PROBATION & PAROLE - PLANTATION",40
"8809","STATE OF FLORIDA PROBATION & PAROLE - POMPANO BEACH",43
"8810","STATE OF FLORIDA PROBATION & PAROLE - TAMARAC",33
"8811","STATE PRISON-GLADES C.I.",1
"8812","STATE PRISON-INDIAN RIVER C.I.",10
"8813","STATE PRISON-MARTIN C.I.",1
"8814","STATE PRISON-OKEECHOBEE C.CI.",1
"8815","STATESBORO PROBATION OFFICE",1
"8816","STATESBORO, GA",11
"8817","STATESVILLE, ILLINOIS DEPT OF CORRECTIONS",1842
"8818","STATEVILLE CORRECTIONAL CENTER, IL",237
"8819","STATON CORRECTIONAL FACILITY, ELMORE, AL",1
"8820","STC GENERAL AREA, NON-SPECIFIC",633
"8821","STDC CAP HOLD",17
"8822","STEAMBOAT SPRINGS POLICE DEPARTMENT",23
"8823","STEARNS COUNTY JAIL, MN",248
"8824","STEELE COUNTY JAIL, MN",56
"8825","STEPENSON COUNTY SHERIFF'S OFFICE, IL",1
"8826","STEPHENS COUNTY",7
"8827","STEPHENS COUNTY JAIL",64
"8828","STEPHENS COUNTY, GA",6
"8829","STEPHENS, EASTLAND & PALO PINTO COUNTIES",106
"8830","STEPHENSON COUNTY SHERIFF'S OFFICE, IL",29
"8831","STERLING COUNTY",1
"8832","STERLING COUNTY JAIL",1
"8833","STERLING HEIGHTS, MICHIGAN",104
"8834","STEUBEN COUNTY JAIL",3
"8835","STEUBEN COUNTY SHERIFF",1
"8836","STEUBEN COUNTY SHERIFF'S OFFICE, INDIANA",41
"8837","STEVENS CO JAIL, MN",2
"8838","STEVENS CO. JAIL",1
"8839","STEVENS CORRECTIONAL CENTER",1
"8840","STEVENS COUNTY SHERIFFS OFFICE, HUGOTON, KANSAS",10
"8841","STEWART COUNTY JAIL, TN",1
"8842","STEWART DETENTION CENTER",6
"8843","STEWART DETENTION CENTER REPROCESSING",93
"8844","STG GENERAL AREA, NON-SPECIFIC",1644
"8845","STILLWATER COUNTY JAIL MT",1
"8846","STL GENERAL NON-SPECIFIC",1042
"8847","STO GENERAL AREA, NON-SPECIFIC",1798
"8848","STOCKBRIDGE, GA",53
"8849","STOCKTON POLICE DEPARTMENT",3
"8850","STODDARD COUNTY SHERIFF'S DEPARTMENT, MISSOURI",10
"8851","STOKES COUNTY JAIL",5
"8852","STOKES COUNTY, NC",8
"8853","STONE COUNTY JAIL",8
"8854","STONE COUNTY JAIL, MS",21
"8855","STONE COUNTY REGIONAL CORRECTIONAL FACILITY, MS",68
"8856","STONE COUNTY SHERIFFS OFFICE, MISSOURI",13
"8857","STONE HARBOR POLICE DEPARTMENT",1
"8858","STONE MOUNTAIN, GA",44
"8859","STONEWALL COUNTY SHERIFFS OFFICE",1
"8860","STORE ROAD",2
"8861","STORY COUNTY IOWA",81
"8862","STR GENERAL AREA, NON-SPECIFIC",1
"8863","STRAFFORD COUNTY DOC",156
"8864","STRAFFORD COUNTY NH",118
"8865","STRATFORD BOROUGH POLICE DEPARTMENT",2
"8866","STRATFORD, CT",7
"8867","STRATFORD, CT POLICE DEPARTMENT",2
"8868","STREET ARREST",76
"8869","STREET ARRESTS",2
"8870","STREET PROBATION & PAROLE, BERGEN COUNTY",18
"8871","STREET PROBATION & PAROLE, ESSEX COUNTY",14
"8872","STREET PROBATION & PAROLE, HUDSON COUNTY",6
"8873","STREET PROBATION & PAROLE, HUNTERDON COUNTY",3
"8874","STREET PROBATION & PAROLE, MERCER COUNTY",2
"8875","STREET PROBATION & PAROLE, MIDDLESEX COUNTY",13
"8876","STREET PROBATION & PAROLE, MONMOUTH COUNTY",28
"8877","STREET PROBATION & PAROLE, MORRIS COUNTY",3
"8878","STREET PROBATION & PAROLE, PASSAIC COUNTY",41
"8879","STREET PROBATION & PAROLE, SOMERSET COUNTY",5
"8880","STREET PROBATION & PAROLE, SUSSEX COUNTY",1
"8881","STREET PROBATION & PAROLE, UNION COUNTY",10
"8882","STREET PROBATION & PAROLE, WARREN COUNTY",3
"8883","STROUD AREA REGIONAL POLICE DEPARTMENT - EAST STROUDSBURG, PA",1
"8884","STU GENERAL AREA, NON-SPECIFIC",1
"8885","STU-INDIAN RIVER COUNTY JAIL FL",1
"8886","STU-MARTIN COUNTY JAIL FL",7
"8887","STU-OKEECHOBEE COUNTY JAIL FL",13
"8888","STU-PALM BEACH COUNTY JAIL FL",7
"8889","STU-ST. LUCIE COUNTY JAIL FL",2
"8890","STUART",1574
"8891","STUART - STREET ARREST",2
"8892","STUART CAP STREET ARREST",642
"8893","STUART-FMI-FLORIDA",874
"8894","STUART-HIGHLANDS COUNTY JAIL, FLORIDA",279
"8895","STUART-INDIAN RIVER COUNTY JAIL, FLORIDA",223
"8896","STUART-MARTIN COUNTY JAIL, FLORIDA",1047
"8897","STUART-OKEECHOBEE COUNTY JAIL, FLORIDA",210
"8898","STUART-PALM BEACH COUNTY JAIL, FLORIDA",1648
"8899","STUART-PROBATION AND PAROLE",29
"8900","STUART-SAINT LUCIE COUNTY JAIL, FLORIDA",455
"8901","STUART-STREET ARREST",62
"8902","STUART-VCAS",2296
"8903","STUBEN COUNTY JAIL",1
"8904","STUEBEN COUNTY",2
"8905","STURGIS, MICHIGAN",19
"8906","STURGIS, SOUTH DAKOTA",2
"8907","STUTSMAN COUNTY JAIL, ND",11
"8908","SUBLETTE COUNTY COURTHOUSE, WY",4
"8909","SUBLETTE COUNTY JAIL, PINEDALE, WY",17
"8910","SUBLETTE COUNTY, WY",6
"8911","SUFFOLK COUNTY LOCAL POLICE DEPARTMENT",20
"8912","SUFFOLK COUNTY SO (SOUTH BAY)",187
"8913","SUGAR HILL, GA (GWINNETT COUNTY)",8
"8914","SUGAR LAND POLICE DEPT, FORT BEND COUNTY, TX",37
"8915","SUGARLAND POLICE DEPT, FORT BEND CONTY, TX",1
"8916","SUGARLAND POLICE DEPT, FORT BEND COUNTY, TX",2
"8917","SUGARLAND, TEXAS",36
"8918","SULLIVAN CITY JAIL, TX",22
"8919","SULLIVAN COUNTY DOC",4
"8920","SULLIVAN COUNTY JAIL, TN",89
"8921","SULLIVAN COUNTY NH",13
"8922","SULLIVAN COUNTY SHERIFF'S OFFICE, INDIANA",1
"8923","SULLIVAN COUNTY SHERIFFS OFFICE MISSOURI",7
"8924","SUM GENERAL AREA, NON-SPECIFIC",2
"8925","SUMMERVILLE, GA",2
"8926","SUMMIT COUNTY",6
"8927","SUMMIT COUNTY JAIL",237
"8928","SUMMIT COUNTY JAIL - UT",222
"8929","SUMMIT COUNTY JAIL - UTAH",26
"8930","SUMMIT COUNTY PROBATION OFFICE",7
"8931","SUMMIT COUNTY, COLORADO",29
"8932","SUMMIT PD",22
"8933","SUMMIT POLICE DEPARTMENT, COOK COUNTY-IL",1
"8934","SUMNER COUNTY JAIL, TN",417
"8935","SUMNER COUNTY SHERIFFS OFFICE, WELLINGTON, KANSAS",17
"8936","SUMTER COUNTY JAIL, GA",88
"8937","SUMTER COUNTY, GA",1
"8938","SUMTER COUNTY, SC",117
"8939","SUMTER, SC",8
"8940","SUMTER-LEE REGIONAL DETENTION CENTER",6
"8941","SUNBURY POLICE DEPARTMENT - SUNBURY, PA",4
"8942","SUNFLOWER COUNTY, MS",12
"8943","SUNLAND PARK",1
"8944","SUNNYSIDE CITY JAIL",538
"8945","SUNSET HILLS MISSOURI POLICE DEPARTMENT",5
"8946","SUPERIOR",1
"8947","SUPERIOR COURT OF GUAM PROBATION",1
"8948","SURRENDER AT OAK SUB-OFFICE",5
"8949","SURRY COUNTY JAIL",94
"8950","SURRY COUNTY JAIL, NC",1
"8951","SURRY COUNTY, NC",18
"8952","SUSQUEHANNA COUNTY CORRECTIONAL FACILITY",8
"8953","SUSQUEHANNA COUNTY PROBATION",3
"8954","SUSSEX CORRECTIONAL INSTITUTE",793
"8955","SUSSEX CORRECTIONAL INSTITUTION",38
"8956","SUSSEX COUNTY JAIL",40
"8957","SUSSEX COUNTY JAIL - VA",1
"8958","SUSSEX COUNTY JAIL-VA",14
"8959","SUSSEX I STATE PRISON-VA",7
"8960","SUSSEX II STATE PRISON-VA",14
"8961","SUSSEX VIOLATION OF PROBATION CENTER",3
"8962","SUTTER COUNTY JAIL",333
"8963","SUTTER COUNTY PROBATION DEPARTMENT",1
"8964","SUTTER COUNTY SHERIFF OFFICE",2
"8965","SUTTON COUNTY JAIL - SONORA, TX",3
"8966","SUWANEE, GA",8
"8967","SUWANNEE COUNTY PROBATION & PAROLE",2
"8968","SW ARKANSAS CORRECTIONAL UNIT (SWAC) TEXARKANA",36
"8969","SWAIN COUNTY JAIL",7
"8970","SWAIN COUNTY, NC",1
"8971","SWAINSBORO, GA",4
"8972","SWE GENERAL AREA, NON-SPECIFIC",1
"8973","SWEDESBORO POLICE DEPARTMENT",2
"8974","SWEETWATER COUNTY",46
"8975","SWEETWATER COUNTY JAIL, ROCK SPRINGS, WY",142
"8976","SWEETWATER COUNTY PROBATION OFFICE",1
"8977","SWEETWATER PASS",1
"8978","SWIFT COUNTY JAIL, MN",12
"8979","SWISHER COUNTY",24
"8980","SWITZERLAND COUNTY SHERIFF'S OFFICE, INDIANA",3
"8981","SWK-Estrella",233
"8982","SWK-Sycamore",41
"8983","SXC GENERAL AREA, NON-SPECIFIC",662
"8984","SYACUSE FUGOPS",5
"8985","SYR GENERAL AREA, NON-SPECIFIC",76
"8986","SYRACUSE FUGOPS",104
"8987","SYRACUSE POLICE DEPARTMENT",23
"8988","SYS GENERAL AREA, NON-SPECIFIC",45
"8989","San Diego CAP Arrest Team",76
"8990","San Diego PD Gang TF, San Diego, CA",3
"8991","San Diego, CA",759
"8992","San Marcos, CA",46
"8993","San Patricio County SO",2
"8994","San Saba (TDCJ) Transfer Facility",2
"8995","San Ysidro, CA",14
"8996","Santee, CA",2
"8997","Seattle VCAS",33
"8998","Shreveport City Jail",2
"8999","Shreveport RAC",64
"9000","Snow Hill, MD General Area",4
"9001","Spokane CAP",113
"9002","Spring Valley, CA",24
"9003","Steamboat Springs, CO",12
"9004","Stephens County, TX At Large",3
"9005","Stephens County, TX Jail",7
"9006","Sutton County, TX At Large",1
"9007","Sutton County, TX Jail",6
"9008","TAC GENERAL AREA, NON-SPECIFIC",108
"9009","TACOMA DETAINED DOCKET ARREST",2
"9010","TAFT COMMUNITY CORRECTIONAL FACILITY",311
"9011","TAFT FEDERAL CORRECTIONAL INSTITUTION",7332
"9012","TAFT POLICE DEPARTMENT",20
"9013","TAL - DIXIE COUNTY JAIL",11
"9014","TAL - HAMILTON COUNTY JAIL",40
"9015","TAL - LAFAYETTE COUNTY JAIL",30
"9016","TAL - MADISON COUNTY JAIL",11
"9017","TAL - SUWANNEE COUNTY JAIL",82
"9018","TAL - TAYLOR COUNTY JAIL",5
"9019","TAL GENERAL AREA, NON-SPECIFIC",3345
"9020","TAL-BAY COUNTY JAIL",119
"9021","TAL-BAY COUNTY PROBATION AND PAROLE",20
"9022","TAL-CALHOUN COUNTY JAIL",18
"9023","TAL-FCI MARIANNA",169
"9024","TAL-FCI TALLAHASSEE",321
"9025","TAL-FRANKLIN COUNTY JAIL",17
"9026","TAL-GADSDEN COUTY JAIL",47
"9027","TAL-GADSDEN PROBATION AND PAROLE",10
"9028","TAL-GULF COUNTY JAIL",12
"9029","TAL-HOLMES COUNTY JAIL",10
"9030","TAL-JACKSON COUNTY JAIL",79
"9031","TAL-JEFFERSON COUNTY JAIL",12
"9032","TAL-JEFFERSON COUNTY PROBATION AND PAROLE",1
"9033","TAL-LEON COUNTY JAIL",177
"9034","TAL-LEON COUNTY PROBATION AND PAROLE",15
"9035","TAL-LIBERTY COUNTY JAIL",13
"9036","TAL-NORTHWEST FLORIDA RECEPTION CENTER",320
"9037","TAL-WAKULLA COUNTY JAIL",25
"9038","TAL-WASHINGTON COUNTY JAIL",17
"9039","TALBOT COUNTY DETENTION CENTER",88
"9040","TALBOT COUNTY GENERAL AREA",43
"9041","TALBOT COUNTY MD",23
"9042","TALIAFERRO COUNTY, GA",2
"9043","TALLAHATCHIE COUNTY CORRECTIONAL FACILITY, MS",12
"9044","TALLAHATCHIE COUNTY, MS",88
"9045","TAM GENERAL AREA, NON-SPECIFIC",2007
"9046","TAM-11112 US HIGHWAY 41 SOUTH, GIBSONTON",3
"9047","TAM-1289 FIRST STREET SOUTH, WINTERHAVEN",1
"9048","TAM-1313 N. TAMPA STREET SUITE 124 ANNEX, TAMPA",3
"9049","TAM-1313 N. TAMPA STREET SUITE 207, TAMPA",2
"9050","TAM-14450 7TH STREET, DADE CITY",1
"9051","TAM-200 NORTH KENTUCKY AVE  SUITE 506, LAKELAND",1
"9052","TAM-2074 RINGLING BOULEVARD, SUITE 30, SARASOTA",1
"9053","TAM-233 NORTH 9TH STREET, HAINES CITY",2
"9054","TAM-399 6TH AVE WEST, BRADENTON",9
"9055","TAM-402 NORTH 56TH STREET BUILDING 100, SUITE 100, TAMPA",1
"9056","TAM-4123 NORTH TAMIAMI TRAIL, SUITE 101, SARASOTA",1
"9057","TAM-525 MIRROR LAKE DRIVE # 177, ST. PETERSBURG",2
"9058","TAM-608 STATE ROAD 60, LAKEWALES",3
"9059","TAM-634 PARK STREET, CLEARWATER",1
"9060","TAM-7825 N. DALE MABRY AVE, SUITE 200, TAMPA",1
"9061","TAM-7829 N. DALE MARBY HIGHWAY, SUITE 108, TAMPA",6
"9062","TAM-CITRUS COUNTY JAIL",33
